id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
repaircafe_9903,Repair Café,NLD,Dutch,DLSR / Video Camera,Sony,Unknown,1980,Unknown,Repair Café 0019,2018-06-13,Cassette gaat niet open
repaircafe_9904,Repair Café,NLD,Dutch,Battery/charger/adapter,Bosch,Unknown,2014,Unknown,Repair Café 0019,2018-04-11,Laadt niet meer
repaircafe_9907,Repair Café,NLD,Dutch,Hair & Beauty item,Black & Decker,Unknown,????,Repairable,Repair Café 0047,2018-09-01,Draadspoel los
repaircafe_9908,Repair Café,NLD,Dutch,Fan,Unknown,Unknown,????,Unknown,Repair Café 0047,2018-09-01,"Loopt aan, wss doorgebrand"
repaircafe_9909,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,????,Repairable,Repair Café 0047,2018-09-01,Startknop blijft hangemn
repaircafe_9910,Repair Café,NLD,Dutch,Small home electrical,Tefal,Unknown,????,Unknown,Repair Café 0047,2018-09-01,"Knettert, hapert, stoppen slaan door"
repaircafe_9911,Repair Café,NLD,Dutch,Battery/charger/adapter,Unknown,Unknown,????,Fixed,Repair Café 0047,2018-09-01,"In vocht gelegen, daarna defekt"
repaircafe_9912,Repair Café,NLD,Dutch,Power tool,Gardena,Unknown,????,Unknown,Repair Café 0047,2018-09-01,"Zelf al opengemaakt, wss schakelaar defekt"
repaircafe_9913,Repair Café,NLD,Dutch,Power tool,Black & Decker,Unknown,????,Repairable,Repair Café 0047,2018-09-01,Schakelaar defekt
repaircafe_9914,Repair Café,NLD,Dutch,Vacuum,Philips ,Unknown,2002,Unknown,Repair Café 0047,2018-09-01,Heeft water gezogen daarna defekt
repaircafe_9915,Repair Café,NLD,Dutch,Small kitchen item,Magimix,Unknown,????,Unknown,Repair Café 0047,2018-09-01,Stekker geeft geen contact
repaircafe_9916,Repair Café,NLD,Dutch,Printer/scanner,Unknown,Unknown,????,Unknown,Repair Café 0047,2018-09-01,Foutcode bij inschakelen
repaircafe_9917,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,????,Fixed,Repair Café 0047,2018-09-01,Dimmer/schakelaar hapert
repaircafe_9918,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,1980,Fixed,Repair Café 0047,2018-10-06,Speelt singles 'vals' af
repaircafe_9919,Repair Café,NLD,Dutch,Lamp,Egmont Toys,Unknown,2013,Unknown,Repair Café 0019,2018-05-12,Doet het niet
repaircafe_9920,Repair Café,NLD,Dutch,Tablet,Samsung,Unknown,2014,Repairable,Repair Café 0019,2018-05-12,Probleem met ingang oplader
repaircafe_9921,Repair Café,NLD,Dutch,Small home electrical,Unknown,Unknown,????,Fixed,Repair Café 0019,2018-05-12,pomp slaat niet aan
repaircafe_9922,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,1960,Unknown,Repair Café 0031,2018-09-29,Veer kapot
repaircafe_9923,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2000,Unknown,Repair Café 0031,2018-09-29,Doet niets meer
repaircafe_9924,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Loopt niet op tijd
repaircafe_9925,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Loopt niet meer
repaircafe_9926,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Loopt en slaat niet op tijd
repaircafe_9927,Repair Café,NLD,Dutch,Tablet,Lenovo,Unknown,2010,Unknown,Repair Café 0031,2018-09-29,10 inch scherm gescheurd
repaircafe_9928,Repair Café,NLD,Dutch,Tablet,Samsung,Unknown,2013,Unknown,Repair Café 0031,2018-09-29,Geheugen overvol /foutmelding
repaircafe_9929,Repair Café,NLD,Dutch,Laptop,Acer,Unknown,2012,Repairable,Repair Café 0031,2018-09-29,Geen datum en tijd
repaircafe_9932,Repair Café,NLD,Dutch,Battery/charger/adapter,Elro,Unknown,????,Fixed,Repair Café 0014,2018-07-07,werkt niet goed
repaircafe_9933,Repair Café,NLD,Dutch,Sewing machine,Singer,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Werkt niet snel
repaircafe_9934,Repair Café,NLD,Dutch,Power tool,Bosch,Unknown,????,Fixed,Repair Café 0014,2018-07-07,Schakelaar defect
repaircafe_9935,Repair Café,NLD,Dutch,Sewing machine,Bestron,Unknown,2008,Fixed,Repair Café 0031,2018-09-29,Draad breekt steeds af
repaircafe_9936,Repair Café,NLD,Dutch,Small home electrical,Philips ,Unknown,????,Unknown,Repair Café 0014,2018-07-07,stoomwerking functioneert niet
repaircafe_9939,Repair Café,NLD,Dutch,Kettle,Krups,Unknown,????,Unknown,Repair Café 0014,2018-07-07,Functioneert niet meer
repaircafe_9942,Repair Café,NLD,Dutch,Small kitchen item,Panasonic,Unknown,????,Unknown,Repair Café 0014,2018-07-07,Functioneert niet goed
repaircafe_9945,Repair Café,NLD,Dutch,Small home electrical,Tefal,Unknown,????,Unknown,Repair Café 0014,2018-07-07,wordt niet meer warm
repaircafe_9947,Repair Café,NLD,Dutch,Vacuum,Philips ,Unknown,????,Fixed,Repair Café 0014,2018-07-07,Zuigkracht laat het afweten
repaircafe_9949,Repair Café,NLD,Dutch,Large home electrical,Waeco Myfridge,Unknown,2005,Repairable,Repair Café 0014,2018-07-07,werkt niet meer
repaircafe_9951,Repair Café,NLD,Dutch,Small kitchen item,Krups Nespresso,XN7001,????,Fixed,Repair Café 0014,2018-07-07,Functioneert niet goed
repaircafe_9953,Repair Café,NLD,Dutch,Lamp,Daylight,Unknown,2016,Repairable,Repair Café 0014,2018-07-07,Storing op de kabel
repaircafe_9958,Repair Café,NLD,Dutch,Hair & Beauty item,Philips ,Unknown,2010,Repairable,Repair Café 0014,2018-07-07,werkt niet meer
repaircafe_9961,Repair Café,NLD,Dutch,Large home electrical,Unknown,Unknown,2000,Repairable,Repair Café 0031,2018-09-29,Bot
repaircafe_9963,Repair Café,NLD,Dutch,Hi-Fi separates,Dual,Unknown,1980,Unknown,Repair Café 0014,2018-07-07,snaarprobleem
repaircafe_9965,Repair Café,NLD,Dutch,Hair & Beauty item,Philips ,Unknown,1960,Fixed,Repair Café 0014,2018-07-07,werkt niet meer
repaircafe_9966,Repair Café,NLD,Dutch,Small home electrical,Unknown,Unknown,????,Unknown,Repair Café 0014,2018-07-07,Laadt niet op
repaircafe_9969,Repair Café,NLD,Dutch,Hair & Beauty item,Braun,Unknown,2010,Unknown,Repair Café 0014,2018-10-05,laadt niet op
repaircafe_9978,Repair Café,NLD,Dutch,Large home electrical,Gardena,Unknown,2008,Fixed,Repair Café 0019,2018-07-07,Doet het niet
repaircafe_9980,Repair Café,NLD,Dutch,Hi-Fi separates,Sony,Unknown,2004,Fixed,Repair Café 0019,2018-07-07,Hij doet het niet
repaircafe_9982,Repair Café,NLD,Dutch,Small kitchen item,Nespresso,Unknown,????,Unknown,Repair Café 0019,2018-07-07,Apparaat werkt niet
repaircafe_9984,Repair Café,NLD,Dutch,Small kitchen item,Magimix Nespresso,Unknown,2013,Repairable,Repair Café 0019,2018-07-07,Lekt
repaircafe_9985,Repair Café,NLD,Dutch,Small kitchen item,Krups Nespresso,Unknown,2016,Repairable,Repair Café 0019,2018-07-07,lekt aan de onderkant
repaircafe_10000,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2000,Unknown,Repair Café 0031,2018-09-29,Krijgt geen water
repaircafe_10001,Repair Café,NLD,Dutch,Small kitchen item,SHG,Unknown,2014,Repairable,Repair Café 0031,2018-09-29,Melk schuimt niet op
repaircafe_10002,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Batterij leeg
repaircafe_10003,Repair Café,NLD,Dutch,Portable radio,Unknown,Unknown,2016,Fixed,Repair Café 0031,2018-09-29,Geen tijdsweergave
repaircafe_10004,Repair Café,NLD,Dutch,Portable radio,Xiron,Unknown,2000,Unknown,Repair Café 0031,2018-09-29,Werkt niet
repaircafe_10005,Repair Café,NLD,Dutch,PC Accessory,Gamma,Unknown,2017,Fixed,Repair Café 0031,2018-09-29,Stekker kapot
repaircafe_10006,Repair Café,NLD,Dutch,Portable radio,Philips ,Unknown,1990,Unknown,Repair Café 0031,2018-09-29,Draadje voor zoeken zenders gebroken
repaircafe_10007,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,1930,Fixed,Repair Café 0031,2018-09-29,Valt uit elkaar/zakt naar beneden
repaircafe_10008,Repair Café,NLD,Dutch,Portable radio,Philips ,Unknown,1990,Fixed,Repair Café 0036,2018-09-15,DVD speler doet het niet
repaircafe_10009,Repair Café,NLD,Dutch,Small kitchen item,Philips ,senseo HD 7855,2000,Unknown,Repair Café 0031,2018-09-29,Geen melkschuim
repaircafe_10010,Repair Café,NLD,Dutch,Kettle,Unknown,Unknown,2000,Unknown,Repair Café 0036,2018-09-15,lekkage
repaircafe_10011,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2008,Fixed,Repair Café 0036,2018-09-15,Deed het niet
repaircafe_10012,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2010,Unknown,Repair Café 0031,2018-09-29,Kortsluiting
repaircafe_10013,Repair Café,NLD,Dutch,Hair & Beauty item,Unknown,Unknown,1995,Fixed,Repair Café 0036,2018-09-15,aansluiting hapert
repaircafe_10014,Repair Café,NLD,Dutch,Vacuum,Sauber,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Zuigt niet meer
repaircafe_10015,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,1982,Unknown,Repair Café 0036,2018-09-15,wordt niet meer warm
repaircafe_10017,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,1972,Unknown,Repair Café 0036,2018-09-15,afgebroken pootje kampvoet
repaircafe_10018,Repair Café,NLD,Dutch,Vacuum,Bosch,Unknown,2008,Fixed,Repair Café 0036,2018-09-15,snoer stekker worden warm.
repaircafe_10019,Repair Café,NLD,Dutch,Vacuum,Nilfisk,Unknown,2000,Unknown,Repair Café 0031,2018-09-29,Snoer rolt niet meer op
repaircafe_10020,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,1998,Fixed,Repair Café 0036,2018-09-15,breuk in snoer
repaircafe_10021,Repair Café,NLD,Dutch,Small kitchen item,Quigg,Unknown,2002,Unknown,Repair Café 0036,2018-09-15,water loopt niet door
repaircafe_10022,Repair Café,NLD,Dutch,Portable radio,Wap,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Onbekend
repaircafe_10023,Repair Café,NLD,Dutch,Power tool,K√§rcher,Unknown,2010,Fixed,Repair Café 0036,2018-09-15,doet niets meer
repaircafe_10024,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2003,Fixed,Repair Café 0036,2018-09-15,vlotter komt niet omhoog
repaircafe_10025,Repair Café,NLD,Dutch,Hi-Fi separates,Sanyo,Unknown,2005,Fixed,Repair Café 0031,2018-09-29,Draait niet
repaircafe_10026,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,1998,Repairable,Repair Café 0036,2018-09-15,"remmen niet goed , handvatten te laag"
repaircafe_10027,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Aansluiting snoer los
repaircafe_10028,Repair Café,NLD,Dutch,Small kitchen item,Princess,Unknown,2008,Unknown,Repair Café 0036,2018-09-15,doet niets meer
repaircafe_10030,Repair Café,NLD,Dutch,Small kitchen item,Nespresso,Unknown,2012,Fixed,Repair Café 0031,2018-09-29,water loopt niet door
repaircafe_10031,Repair Café,NLD,Dutch,Portable radio,Pioneer,Unknown,1982,Fixed,Repair Café 0036,2018-09-15,geluid doet het niet
repaircafe_10032,Repair Café,NLD,Dutch,Fan,Unknown,Unknown,2008,Fixed,Repair Café 0036,2018-09-15,draait verkeerd om en maakt lawaai
repaircafe_10033,Repair Café,NLD,Dutch,Power tool,Bosch,Unknown,1990,Fixed,Repair Café 0031,2018-09-29,Start niet
repaircafe_10035,Repair Café,NLD,Dutch,Portable radio,Unknown,Unknown,2013,Fixed,Repair Café 0036,2018-09-15,zender niet gedetecteeerd.
repaircafe_10036,Repair Café,NLD,Dutch,Hi-Fi integrated,Sony,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,CD en cassette doen het niet
repaircafe_10037,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2010,Unknown,Repair Café 0036,2018-09-15,weten niet hoe het werkt
repaircafe_10038,Repair Café,NLD,Dutch,Small home electrical,DeLonghi,Unknown,2008,Unknown,Repair Café 0036,2018-09-15,lekkage
repaircafe_10039,Repair Café,NLD,Dutch,Small home electrical,K√§rcher,Unknown,2015,Fixed,Repair Café 0031,2018-09-29,Werkt niet meer
repaircafe_10040,Repair Café,NLD,Dutch,Sewing machine,Husqvarna,Unknown,1990,Fixed,Repair Café 0036,2018-09-15,lust op
repaircafe_10041,Repair Café,NLD,Dutch,Small kitchen item,Douwe Egberts,Unknown,2000,Unknown,Repair Café 0031,2018-09-29,Kortsluiting
repaircafe_10043,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,2014,Fixed,Repair Café 0031,2018-09-29,Geen water
repaircafe_10045,Repair Café,NLD,Dutch,Small kitchen item,Tomado,Unknown,1982,Unknown,Repair Café 0036,2018-09-15,alleen lampje brand doet verder niets
repaircafe_10046,Repair Café,NLD,Dutch,Toy,Unknown,Unknown,2013,Unknown,Repair Café 0036,2018-09-15,geluid doet het niet
repaircafe_10047,Repair Café,NLD,Dutch,Small kitchen item,Quigg,Unknown,2013,Unknown,Repair Café 0036,2018-09-15,doet niets meer
repaircafe_10048,Repair Café,NLD,Dutch,Large home electrical,K√§rcher,Unknown,2015,Unknown,Repair Café 0031,2018-09-29,Lekt
repaircafe_10049,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,Veer van klep
repaircafe_10051,Repair Café,NLD,Dutch,Hi-Fi integrated,JVC,Unknown,2000,Fixed,Repair Café 0031,2018-09-29,CD doet het niet
repaircafe_10052,Repair Café,NLD,Dutch,Small home electrical,Philips ,Unknown,2010,Fixed,Repair Café 0031,2018-09-29,Lekt rechtsonder bij pootje
repaircafe_10053,Repair Café,NLD,Dutch,Sewing machine,Unknown,Unknown,????,Repairable,Repair Café 0017,2018-09-29,Was een vraag over.
repaircafe_10060,Repair Café,NLD,Dutch,Lamp,Philips ,Unknown,????,Fixed,Repair Café 0046,2018-10-01,Lamp gaat niet aan
repaircafe_10063,Repair Café,NLD,Dutch,Large home electrical,Etna,Unknown,????,Unknown,Repair Café 0017,2018-09-29,Onderste verwarmingselement wordt niet warm.
repaircafe_10064,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,????,Repairable,Repair Café 0017,2018-09-29,hij doet het niet meer
repaircafe_10066,Repair Café,NLD,Dutch,Kettle,Bestron,Unknown,2014,Repairable,Repair Café 0017,2018-09-29,Gaat aan en uit.
repaircafe_10067,Repair Café,NLD,Dutch,Small kitchen item,Solis,Unknown,2015,Unknown,Repair Café 0017,2018-09-29,Schakel blijft niet ingedrukt zitten
repaircafe_10068,Repair Café,NLD,Dutch,Small kitchen item,Koenic,Unknown,2016,Fixed,Repair Café 0017,2018-09-29,"Staaf waar de mesjes aan zitten, zit los en draait daardoor niet meer."
repaircafe_10069,Repair Café,NLD,Dutch,Headphones,Beyer dynamic,Unknown,2012,Unknown,Repair Café 0017,2018-09-29,draadje los
repaircafe_10070,Repair Café,NLD,Dutch,Vacuum,Electrolux,Unknown,????,Unknown,Repair Café 0017,2018-09-29,Weinig zuigkracht.
repaircafe_10071,Repair Café,NLD,Dutch,Power tool,Black & Decker,Unknown,2016,Fixed,Repair Café 0017,2018-09-29,doet het soms en soms niey
repaircafe_10072,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2010,Unknown,Repair Café 0017,2018-09-29,Gaat moeilijk aan.
repaircafe_10073,Repair Café,NLD,Dutch,Hi-Fi separates,JVC,Unknown,1998,Repairable,Repair Café 0017,2018-09-29,pakt schijfjes niet
repaircafe_10075,Repair Café,NLD,Dutch,PC Accessory,Unknown,Unknown,????,Fixed,Repair Café 0017,2018-09-29,contact zat los
repaircafe_10076,Repair Café,NLD,Dutch,Watch/clock,Unknown,Unknown,2013,Repairable,Repair Café 0017,2018-09-29,Geeft de tijd niet meer correct aan.
repaircafe_10077,Repair Café,NLD,Dutch,Hi-Fi separates,Pioneer,Unknown,2000,Unknown,Repair Café 0017,2018-09-29,Laadje gaat niet meer open en dicht.
repaircafe_10078,Repair Café,NLD,Dutch,Small kitchen item,Nespresso,Unknown,2015,Unknown,Repair Café 0017,2018-09-29,Wordt niet warm.
repaircafe_10081,Repair Café,NLD,Dutch,TV and gaming-related accessories,Philips ,Unknown,2008,Repairable,Repair Café 0017,2018-09-29,hij gaat niet aan
repaircafe_10082,Repair Café,NLD,Dutch,Sewing machine,Vendomatic,Unknown,1988,Fixed,Repair Café 0017,2018-09-29,'Band' draait nauwelijks nog.
repaircafe_10083,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,????,Fixed,Repair Café 0017,2018-09-29,hij doet het niet meer
repaircafe_10084,Repair Café,NLD,Dutch,Small kitchen item,Vendomatic,Unknown,1990,Fixed,Repair Café 0017,2018-09-29,Schuifknop blijft niet beneden hangen.
repaircafe_10085,Repair Café,NLD,Dutch,Hi-Fi separates,Akai,Unknown,1995,Fixed,Repair Café 0017,2018-09-29,hij stoort
repaircafe_10086,Repair Café,NLD,Dutch,Hi-Fi separates,Denon,Unknown,1988,Repairable,Repair Café 0017,2018-09-29,Geeft geen geluid naar √©√©n van de geluidsboxen.
repaircafe_10087,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,2008,Unknown,Repair Café 0017,2018-09-29,Doet helemaal niets.
repaircafe_10089,Repair Café,NLD,Dutch,Small kitchen item,Clatronic,Unknown,2013,Repairable,Repair Café 0017,2018-09-29,Beker lekt.
repaircafe_10091,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2010,Unknown,Repair Café 0017,2018-09-29,water reservoir doet het niet goed lichtje blijft knipperen
repaircafe_10092,Repair Café,NLD,Dutch,Portable radio,Philips ,Unknown,1945,Repairable,Repair Café 0017,2018-09-29,Komt geen geluid meer uit.
repaircafe_10093,Repair Café,NLD,Dutch,Vacuum,Bestron,Unknown,2014,Repairable,Repair Café 0017,2018-09-29,trage zuigkracht
repaircafe_10094,Repair Café,NLD,Dutch,Portable radio,Konig,Unknown,2012,Fixed,Repair Café 0017,2018-09-29,Geluid kraakt.
repaircafe_10095,Repair Café,NLD,Dutch,Hi-Fi separates,Denon,Unknown,1998,Fixed,Repair Café 0017,2018-09-29,Ontvangst valt soms weg.
repaircafe_10096,Repair Café,NLD,Dutch,Portable radio,Sangean,Unknown,1999,Fixed,Repair Café 0017,2018-09-29,volumeknop werkt niet
repaircafe_10098,Repair Café,NLD,Dutch,Small kitchen item,Tomado,Unknown,2013,Repairable,Repair Café 0017,2018-09-29,motor doet het niet
repaircafe_10099,Repair Café,NLD,Dutch,Handheld entertainment device,Apple,Unknown,????,Repairable,Repair Café 0017,2018-09-29,hij doet het niet meer
repaircafe_10100,Repair Café,NLD,Dutch,Vacuum,Daewoo,Unknown,2008,Fixed,Repair Café 0017,2018-09-29,Gaat niet aan.
repaircafe_10101,Repair Café,NLD,Dutch,Small kitchen item,Hamilton Beach,Unknown,2014,Repairable,Repair Café 0017,2018-09-29,Scheur in snoer.
repaircafe_10102,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,2016,Repairable,Repair Café 0017,2018-09-29,verwarmingselement
repaircafe_10103,Repair Café,NLD,Dutch,Small home electrical,Hurricane X,Unknown,2008,Repairable,Repair Café 0017,2018-09-29,Doet niets meer.
repaircafe_10104,Repair Café,NLD,Dutch,Small kitchen item,KHind,Unknown,2011,Repairable,Repair Café 0017,2018-09-29,Doet niets meer.
repaircafe_10105,Repair Café,NLD,Dutch,Small kitchen item,Tristar,Unknown,2017,Repairable,Repair Café 0017,2018-09-29,motor doet het niet
repaircafe_10106,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,1980,Fixed,Repair Café 0017,2018-09-29,hij doet niks
repaircafe_10107,Repair Café,NLD,Dutch,Power tool,Bosch,Unknown,1990,Repairable,Repair Café 0017,2018-09-29,hij doet het niet meer
repaircafe_10109,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,????,Repairable,Repair Café 0017,2018-09-29,Laadje gaat niet meer open.
repaircafe_10110,Repair Café,NLD,Dutch,Small kitchen item,Princess,Unknown,2016,Fixed,Repair Café 0017,2018-09-29,Wordt niet meer warm.
repaircafe_10111,Repair Café,NLD,Dutch,Portable radio,Lenco,Unknown,2003,Fixed,Repair Café 0017,2018-09-29,"Knop zitten losjes, waardoor de bediening 'vaag' is."
repaircafe_10112,Repair Café,NLD,Dutch,Mobile,Apple,Unknown,2013,Repairable,Repair Café 0017,2018-09-29,Netwerkstoornis
repaircafe_10113,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,????,Fixed,Repair Café 0002,2018-09-29,"blijft vaak knipperen, warmt niet op"
repaircafe_10114,Repair Café,NLD,Dutch,DLSR / Video Camera,Samsung,Unknown,????,Unknown,Repair Café 0002,2018-09-29,"niet veel gebruikt, spoelt wel, draait niet af"
repaircafe_10115,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,????,Unknown,Repair Café 0002,2018-09-29,lamp ligt helemaal uit elkaar
repaircafe_10117,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,????,Fixed,Repair Café 0002,2018-09-29,stoort af en toe
repaircafe_10118,Repair Café,NLD,Dutch,Desktop computer,Acer,Unknown,????,Fixed,Repair Café 0002,2018-09-29,doet het niet...
repaircafe_10119,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Senseo HD7825,????,Fixed,Repair Café 0002,2018-09-29,blijft knipperen
repaircafe_10120,Repair Café,NLD,Dutch,DLSR / Video Camera,Aristona,Unknown,????,Unknown,Repair Café 0002,2018-09-29,Band zit vast
repaircafe_10121,Repair Café,NLD,Dutch,Power tool,Unknown,Unknown,????,Unknown,Repair Café 0002,2018-09-29,Het komt niet op toeren
repaircafe_10122,Repair Café,NLD,Dutch,Tablet,Apple,Unknown,????,Repairable,Repair Café 0002,2018-09-29,wachtwoord kwijt
repaircafe_10123,Repair Café,NLD,Dutch,Large home electrical,Unknown,Unknown,????,Fixed,Repair Café 0002,2018-09-29,Mes zit los
repaircafe_10124,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Unknown,Repair Café 0002,2018-09-29,Hendel gaat niet omhoog
repaircafe_10125,Repair Café,NLD,Dutch,Hi-Fi separates,Philips ,Unknown,1973,Unknown,Repair Café 0026,2018-09-28,Draait niet meer
repaircafe_10126,Repair Café,NLD,Dutch,Portable radio,JVC,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Bromt
repaircafe_10127,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Repairable,Repair Café 0026,2018-09-28,Werkt niet
repaircafe_10129,Repair Café,NLD,Dutch,Portable radio,Sony,Unknown,????,Unknown,Repair Café 0026,2018-09-28,Cd-speler kan geen cd's meer spelen
repaircafe_10130,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Staafmixer zit vast
repaircafe_10131,Repair Café,NLD,Dutch,Vacuum,Dyson,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Gaat niet aan
repaircafe_10132,Repair Café,NLD,Dutch,Watch/clock,Philips ,Unknown,????,Unknown,Repair Café 0026,2018-09-28,Wekgeluid klinkt veel te hard
repaircafe_10133,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-28,"Maalt niet, zit vast"
repaircafe_10134,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Unknown,Repair Café 0026,2018-09-28,"Draait wel, maar zit vast"
repaircafe_10135,Repair Café,NLD,Dutch,Power tool,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Draait meteen
repaircafe_10137,Repair Café,NLD,Dutch,Large home electrical,Prolectrix,Unknown,????,Repairable,Repair Café 0026,2018-09-28,Doet het niet meer
repaircafe_10138,Repair Café,NLD,Dutch,Portable radio,Philips ,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Stottert
repaircafe_10139,Repair Café,NLD,Dutch,Small kitchen item,Krups,Unknown,????,Unknown,Repair Café 0026,2018-09-28,Lekt
repaircafe_10140,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-28,Fitting defect
repaircafe_10141,Repair Café,NLD,Dutch,Small home electrical,Unknown,Unknown,????,Unknown,Repair Café 0026,2018-09-21,Doet het niet
repaircafe_10142,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Doet het niet
repaircafe_10143,Repair Café,NLD,Dutch,Small kitchen item,Quigg,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Doet het niet meer
repaircafe_10144,Repair Café,NLD,Dutch,Small kitchen item,Tefal,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Werkt niet goed meer
repaircafe_10145,Repair Café,NLD,Dutch,Power tool,Black & Decker,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Vastgelopen
repaircafe_10146,Repair Café,NLD,Dutch,Printer/scanner,HP,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Doet het niet met nieuwe inktpatronen
repaircafe_10147,Repair Café,NLD,Dutch,Vacuum,Philips ,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Aan-uitschakelaa werkt niet en onregelmatig
repaircafe_10148,Repair Café,NLD,Dutch,Lamp,Unknown,Unknown,????,Repairable,Repair Café 0026,2018-09-21,Brandt niet meer
repaircafe_10149,Repair Café,NLD,Dutch,Small kitchen item,Krups,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Watercontainer lekt
repaircafe_10150,Repair Café,NLD,Dutch,Small kitchen item,Nespresso,Unknown,????,Repairable,Repair Café 0026,2018-09-21,Mesje om cup door te prikken werkt niet
repaircafe_10151,Repair Café,NLD,Dutch,Portable radio,Siemens,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Onbekend
repaircafe_10152,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Werkt niet
repaircafe_10153,Repair Café,NLD,Dutch,Small kitchen item,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Draait niet meer. 
repaircafe_10154,Repair Café,NLD,Dutch,Hair & Beauty item,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Handstuk defect
repaircafe_10155,Repair Café,NLD,Dutch,Hi-Fi separates,Telefunken,Unknown,????,Unknown,Repair Café 0026,2018-09-21,Naald
repaircafe_10156,Repair Café,NLD,Dutch,Hi-Fi separates,Lenco,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Klep gaat niet open en dicht
repaircafe_10157,Repair Café,NLD,Dutch,Power tool,K√§rcher,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Lekt water
repaircafe_10158,Repair Café,NLD,Dutch,PC Accessory,Unknown,Unknown,????,Fixed,Repair Café 0026,2018-09-21,Breuk ergens in snoer
repaircafe_10159,Repair Café,NLD,Dutch,Small kitchen item,Philips ,Unknown,????,Unknown,Repair Café 0026,2018-09-14,Geen stroom
