id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-226,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 5,Fixed,,2016-01-25,Battery replacement
mobifix-227,The Restart Project,GBR,Sim card slot,Mobile,Apple,iPhone 4,Repairable,,2016-01-25,"Sim reader faulty, tried to resolder it."
mobifix-228,The Restart Project,GBR,USB/charging port,Mobile,Apple,iPhone 3,Repairable,,2016-01-25,"Not charging, battery replaced"
mobifix-229,The Restart Project,GBR,Storage problem,Mobile,,,Repairable,,2016-01-25,"Storage full, advice given, owner to finish the job"
mobifix-230,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-01-31,Screen repair
mobifix-231,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-01-31,Screen repair
mobifix-232,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-01-31,Screen repair
mobifix-233,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-01-31,Screen repair
mobifix-234,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-01-31,Screen repair
mobifix-235,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,End of life,,2016-01-31,Screen repair
mobifix-236,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5,Fixed,,2016-01-31,Screen repair
mobifix-237,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-01-31,Screen repair
mobifix-238,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5,Fixed,,2016-01-31,Screen repair
mobifix-239,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 4s,Fixed,,2016-02-20,Screen replacement - full LCD assembly
mobifix-240,The Restart Project,ESP,On/Off button,Mobile,,,End of life,,2016-02-23,El botó per encendre la pantalla no funciona
mobifix-241,The Restart Project,ESP,Power/battery,Mobile,,,End of life,,2016-02-23,No carrega la batería / No s'encén
mobifix-242,The Restart Project,ESP,Unknown,Mobile,,,Repairable,,2016-02-23,
mobifix-243,The Restart Project,ESP,Unknown,Mobile,,,Repairable,,2016-02-23,
mobifix-244,The Restart Project,ESP,USB/charging port,Mobile,,,Repairable,,2016-02-23,sembla que all
mobifix-245,The Restart Project,ESP,Sim card slot,Mobile,,,Repairable,,2016-02-23,tinc un tros de SIM encallat en una de les dues ranures de les SIM
mobifix-246,The Restart Project,ESP,Headphone jack,Mobile,Fairphone,1,Fixed,,2016-02-23,"Sonido no va, Enchufe va mal"
mobifix-247,The Restart Project,ESP,Other,Mobile,Fairphone,,Fixed,,2016-02-23,Cobertra va mal
mobifix-248,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-02-29,Screen repair
mobifix-249,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-02-29,Screen repair
mobifix-250,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-02-29,Screen repair
mobifix-251,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5,Fixed,,2016-03-04,cracked screen
mobifix-252,The Restart Project,GBR,Screen,Mobile,Samsung,Note 3,Repairable,,2016-03-04,"cracked glass, screen otherwise ok. helped with sourcing spare part"
mobifix-253,The Restart Project,GBR,Unknown,Mobile,Sony,Xperia Z,Fixed,,2016-03-04,running slow
mobifix-254,The Restart Project,GBR,Camera,Mobile,Apple,iPhone 5s,Fixed,,2016-03-04,camera dirty
mobifix-255,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy S4,Fixed,,2016-03-04,screen goes black - impossible to replicate the issue
mobifix-256,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iPhone 5,Fixed,,2016-03-04,"speaker doesn't work. changed speaker cable, all sorted"
mobifix-257,The Restart Project,GBR,Software update,Mobile,Samsung,Galaxy S3 mini,Repairable,,2016-03-04,it blocks one specific contact. we suggested running a factory reset after backing up the phone
mobifix-258,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-03-04,cracked screen
mobifix-259,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy Note,End of life,,2016-03-04,doesn't switch on
mobifix-260,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone A1429,Repairable,,2016-03-05,Iphone button on and off not working
mobifix-261,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6 Plus,Fixed,,2016-03-10,Screen replaced
mobifix-262,The Restart Project,USA,Other,Mobile,Apple,iPhone 6,Fixed,,2016-03-10,Vibrator replaced
mobifix-263,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-03-10,Screen replaced
mobifix-264,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-03-10,Screen replaced
mobifix-265,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-03-10,Screen replaced
mobifix-266,The Restart Project,USA,Unknown,Mobile,Samsung,Galaxy S4,Fixed,,2016-03-10,Samsung
mobifix-267,The Restart Project,GBR,Unknown,Mobile,Nokia,Lumia,Repairable,,2016-03-12,not working
mobifix-268,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone,Repairable,,2016-03-12,
mobifix-269,The Restart Project,GBR,Power/battery,Mobile,Nokia,Smartphone,Repairable,,2016-03-12,Not charging
mobifix-270,The Restart Project,GBR,Unknown,Mobile,Alcatel,,Fixed,,2016-03-12,Poor network signal
mobifix-271,The Restart Project,GBR,USB/charging port,Mobile,Apple,Iphone 4,Fixed,,2016-03-16,Broken charging port
mobifix-272,The Restart Project,GBR,On/Off button,Mobile,Apple,Iphone 4S,Fixed,,2016-03-16,Power button not working
mobifix-273,The Restart Project,GBR,Screen,Mobile,Apple,Iphone 6,Fixed,,2016-03-16,Cracked screen
mobifix-274,The Restart Project,GBR,On/Off button,Mobile,Samsung,Galaxy S5,Repairable,,2016-03-16,Power button does not work. Repair would require expensive spare part
mobifix-275,The Restart Project,GBR,Storage problem,Mobile,Apple,Iphone 5,Fixed,,2016-03-16,Memory/storage problem
mobifix-276,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy S4,Fixed,,2016-03-21,Smashed screen
mobifix-277,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy S2,Fixed,,2016-03-21,Not getting power
mobifix-278,The Restart Project,GBR,Storage problem,Mobile,Samsung,Galaxy S2,Fixed,,2016-03-21,Storage problem
mobifix-279,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5c,Repairable,,2016-03-21,Cracked LCD but appears to need a new battery
mobifix-280,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy S4,Repairable,,2016-03-21,Faulty screen?
mobifix-281,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy S4,Fixed,,2016-03-21,The battery had been nicked!
mobifix-282,The Restart Project,GBR,Unknown,Mobile,BlackBerry,,Repairable,,2016-03-21,
mobifix-283,The Restart Project,GBR,Other,Mobile,Samsung,,Repairable,,2016-03-29,Stuck in flight mode
mobifix-284,The Restart Project,GBR,Unknown,Mobile,Samsung,,End of life,,2016-03-29,Not working
mobifix-285,The Restart Project,GBR,Help/configuration,Mobile,Apple,iPhone 5,Fixed,,2016-03-29,Needed help changing parts
mobifix-286,The Restart Project,GBR,Unknown,Mobile,Nokia,,Fixed,,2016-03-29,
mobifix-287,The Restart Project,GBR,Unknown,Mobile,Samsung,,Repairable,,2016-04-09,"smart phone, keeps turning off, next time"
mobifix-288,The Restart Project,GBR,Other,Mobile,HTC,,Fixed,,2016-04-09,Locked
mobifix-289,The Restart Project,GBR,Screen,Mobile,Nokia,,Repairable,,2016-04-09,broken screen locked
mobifix-290,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone,Repairable,,2016-04-09,a on/off button not working
mobifix-291,The Restart Project,GBR,Power/battery,Mobile,Fairphone,1,Repairable,,2016-04-13,Needs a new battery
mobifix-292,The Restart Project,GBR,Software update,Mobile,Samsung,,Repairable,,2016-04-13,Needs a TURP recovery install
mobifix-293,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 4S,End of life,,2016-04-13,Fuzzy screen
mobifix-294,The Restart Project,GBR,Other,Mobile,Samsung,,Repairable,,2016-04-13,Flight mode and IMEI number missing - recommend to contact manufacturer
mobifix-295,The Restart Project,GBR,On/Off button,Mobile,Motorola,G,Repairable,,2016-04-15,Power button
mobifix-296,The Restart Project,GBR,Power/battery,Mobile,Apple,I phone 3,Fixed,,2016-04-15,Battery problem?
mobifix-297,The Restart Project,GBR,Other buttons,Mobile,Apple,I phone 4,End of life,,2016-04-15,Lock button
mobifix-298,The Restart Project,GBR,Power/battery,Mobile,Sony,Xperia,End of life,,2016-04-15,Not starting
mobifix-299,The Restart Project,GBR,Unknown,Mobile,Sony,Xperia,End of life,,2016-04-15,Can't load apps
mobifix-300,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy Note 2,Repairable,,2016-04-20,"Screen broken, spare part deemed to expensive by owner"
mobifix-301,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-302,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-303,The Restart Project,USA,Screen,Mobile,Apple,iPhone5s,Fixed,,2016-04-21,Screen replacement
mobifix-304,The Restart Project,USA,Screen,Mobile,Apple,iPhone5s,Fixed,,2016-04-21,Screen replacement
mobifix-305,The Restart Project,USA,Screen,Mobile,Apple,iPhone5c,Fixed,,2016-04-21,Screen replacement
mobifix-306,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-307,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-308,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-309,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-310,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-311,The Restart Project,USA,Screen,Mobile,Apple,iPhone6,Fixed,,2016-04-21,Screen replacement
mobifix-312,The Restart Project,USA,Screen,Mobile,Alcatel,One Touch Idol 3,Fixed,,2016-04-21,Screen replacement
mobifix-313,anstiftung,DEU,Power/battery,Mobile,,Handy,Fixed,,2016-04-21,"Ließ sich nicht mehr aufladen. Wir haben die Akkuspannung gemessen und diese war sehr niedrig. An einem Netzteil haben wir dem Akku wieder etwas Ladung verpasst, sodass sie dann auch wieder im Telefon aufgeladen wurden. Die Besitzerin will zukünftig darauf achten, den Akku nicht tiefzuentladen."
mobifix-314,anstiftung,DEU,Power/battery,Mobile,,Handy,Fixed,,2016-04-21,"Ließ sich nicht mehr aufladen. Wir haben die Akkuspannung gemessen und diese war sehr niedrig. An einem Netzteil haben wir dem Akku wieder etwas Ladung verpasst, sodass sie dann auch wieder im Telefon aufgeladen wurden. Die Besitzerin will zukünftig darauf achten, den Akku nicht tiefzuentladen."
mobifix-315,anstiftung,DEU,Internal damage,Mobile,,Telefon mit Mobilteil,Fixed,,2016-04-23,"aus dem Mobilteil waren bei einem Sturz Teile herausgefallen. Wir stellten fest, dass sich zwei Dioden von der Leiterplatte gelöst hatten. Nachdem diese angelötet waren, ging das Teil wieder. An der Basisstation funktionierte eine LED nicht. Nach dem Beheben des Kontaktproblems funktionierte auch diese wieder."
mobifix-316,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2016-05-07,
mobifix-317,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6,Repairable,,2016-05-14,"Cracked screen, needs new one fitted. Not enough time, advice given"
mobifix-318,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6,Repairable,,2016-05-14,"Cracked screen, needs new one fitted. Not enough time, advice given"
mobifix-319,The Restart Project,GBR,Help/configuration,Mobile,Samsung,,Repairable,,2016-05-14,On flight mode constantly. Advice given.
mobifix-320,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2016-05-14,
mobifix-321,The Restart Project,ITA,Unknown,Mobile,Alcatel,1035D,End of life,,2016-05-14,
mobifix-322,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 5,Repairable,,2016-05-18,"Not charging - needs a new battery, diagnosed"
mobifix-323,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6,End of life,,2016-05-18,Screen cracked - deemed beyond repair
mobifix-324,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 4,Repairable,,2016-05-18,Buttons and screen
mobifix-325,The Restart Project,GBR,Other,Mobile,LG,Nexus 4,Fixed,,2016-05-18,Stuck screw
mobifix-326,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2016-05-18,Not hold a charge - new battery needed
mobifix-327,The Restart Project,ITA,Screen,Mobile,ASUS,Zenfone,Fixed,,2016-05-22,Vetro
mobifix-328,The Restart Project,ESP,Screen,Mobile,Fairphone,,Fixed,,2016-05-28,Pantalla trencada
mobifix-329,The Restart Project,ESP,On/Off button,Mobile,Sony,Xperia,Repairable,,2016-05-28,Botóno on/off va lento
mobifix-330,The Restart Project,GBR,Other,Mobile,Motorola,G,Fixed,,2016-06-06,Date resets
mobifix-331,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Fixed,,2016-06-06,Not turning on and not ringing
mobifix-332,The Restart Project,GBR,Unknown,Mobile,Apple,Iphone 6,End of life,,2016-06-06,Does not turn on
mobifix-333,The Restart Project,GBR,Unknown,Mobile,Samsung,Galaxy,Repairable,,2016-06-06,Doesn't charge
mobifix-334,The Restart Project,GBR,Screen,Mobile,HTC,31c,Repairable,,2016-06-06,Help sourcing spare screen
mobifix-335,The Restart Project,GBR,Power/battery,Mobile,HTC,,Repairable,,2016-06-11,Not charging. Gave advice but needs more time to open it and have a look.
mobifix-336,The Restart Project,GBR,Performance,Mobile,Samsung,Galaxy,Repairable,,2016-06-11,Very slow. Fixed
mobifix-337,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2016-06-11,0.2kg
mobifix-338,The Restart Project,ITA,Unknown,Mobile,,,Repairable,,2016-06-11,
mobifix-339,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2016-06-11,
mobifix-340,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-06-20,cracked screen
mobifix-341,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-06-20,cracked screen
mobifix-342,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-06-20,cracked screen
mobifix-343,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 4,Fixed,,2016-06-24,"Battery replaced, after a poor battery replacement"
mobifix-344,The Restart Project,GBR,USB/charging port,Mobile,Sony,Xperia,Repairable,,2016-06-24,Not charging
mobifix-345,The Restart Project,ITA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-06-26,Sostituito vetro
mobifix-346,The Restart Project,GBR,Software update,Mobile,BlackBerry,,End of life,,2016-07-09,Not updating
mobifix-347,The Restart Project,GBR,Other,Mobile,BlackBerry,,Repairable,,2016-07-26,Keyboard not responding. Problem diagnosed.
mobifix-348,The Restart Project,GBR,USB/charging port,Mobile,,,Fixed,,2016-07-26,"USB port damaged, bent back into place"
mobifix-349,anstiftung,DEU,Screen,Mobile,,Handy,Unknown,,2016-08-04,"Es zeigte das Display nichts mehr an. Der Besitzer vermutete einen Defekt der Anzeige oder Kontaktschwierigkeiten. Leider konnten wir das Gerät nicht vollständig zerlegen und fanden auch keinen Fehler. Zwischendurch ging es sogar einmal kurz an. Vielleicht handelt es sich auch um ein Lötproblem, bei dem sich nach einiger Zeit die Bauteile von der Leiterplatte lösen. Wir können da leider nicht weiterhelfen, da sollten besser Profis ran."
mobifix-350,The Restart Project,ITA,Software update,Mobile,Microsoft,Lumia E530,Fixed,,2016-08-28,"Applicazione WS non supportata, attendere aggiornamento nuova app,"
mobifix-351,The Restart Project,GBR,Unknown,Mobile,Alcatel,,Fixed,,2016-09-10,
mobifix-352,The Restart Project,GBR,Help/configuration,Mobile,Samsung,,Fixed,,2016-09-17,Needs advice on connecting phone to PC. Got advice.
mobifix-353,The Restart Project,GBR,Unknown,Mobile,Samsung,,End of life,,2016-09-22,
mobifix-354,The Restart Project,GBR,Screen,Mobile,Nokia,,End of life,,2016-09-22,LDC screen advice
mobifix-355,The Restart Project,USA,Unknown,Mobile,Apple,Iphone6s,Fixed,,2016-09-30,
mobifix-356,The Restart Project,GBR,Software update,Mobile,Samsung,,Fixed,,2016-10-01,Update - advice given
mobifix-357,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2016-10-01,Power issue. Dead battery. Some progress.
mobifix-358,anstiftung,DEU,On/Off button,Mobile,,Smartphone,Repairable,,2016-10-06,"Es war der Einschalter defekt. Dem Besitzer war es wichtig, wenigstens seine Daten zu retten, falls es nicht zu reparieren ist. Nach dem Öffnen des Gerätes sahen wir, dass der Schalter sich von der Leiterplatte gelöst hatte und leider keine Möglichkeit mehr bestand, ihn wieder anzubringen, da das Lötpad auf der Leiterplatte abgerissen war. Wir rieten ihm, einen Spezialisten aufzusuchen, der unter einem Mikroskop versuchen könnte, den Anschluss (zumindest für die Datenrettung) wiederherzustellen."
mobifix-359,The Restart Project,GBR,Camera,Mobile,,,Repairable,,2016-10-08,Problem with camera - advice on freeing up data
mobifix-360,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5c,Repairable,,2016-10-15,broken screen
mobifix-361,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2016-10-15,
mobifix-362,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2016-10-15,
mobifix-363,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2016-10-21,"Aucun affichage, pb vitre (tombé)"
mobifix-364,The Restart Project,GBR,Screen,Mobile,,,Repairable,,2016-10-22,screen replacement
mobifix-365,The Restart Project,GBR,Power/battery,Mobile,Apple,Iphone,Repairable,,2016-10-22,Battery needs replacing - not applicable
mobifix-366,The Restart Project,GBR,Unknown,Mobile,LG,Nexus 5,Repairable,,2016-10-29,
mobifix-367,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-10-31,Cracked screen
mobifix-368,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-10-31,Cracked screen
mobifix-369,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2016-10-31,Cracked screen
mobifix-370,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-10-31,Cracked screen
mobifix-371,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2016-10-31,Cracked screen
mobifix-372,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2016-10-31,Cracked screen
mobifix-373,The Restart Project,GBR,Power/battery,Mobile,Apple,I phone 5,Fixed,,2016-11-02,Battery
mobifix-374,The Restart Project,GBR,Screen,Mobile,Nokia,Lumia,Repairable,,2016-11-02,LCD broken
mobifix-375,The Restart Project,GBR,Power/battery,Mobile,Apple,Iphone 5,End of life,,2016-11-02,Doesn't charge
mobifix-376,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 5s,Fixed,,2016-11-02,Bug
