id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-1,anstiftung,DEU,External damage,Mobile,,Handy,Fixed,,2012-10-17,Die Tastatur war defekt. Wir haben aus Zweien eines funktionierendes gemacht.
mobifix-2,The Restart Project,GBR,Microphone,Mobile,Apple,,Repairable,,2013-06-19,Mobile - Mic problem - Tried cardboard hack and failed
mobifix-3,The Restart Project,GBR,Other,Mobile,Samsung,,Fixed,,2013-07-06,Mobile - Configuration problem -
mobifix-4,The Restart Project,GBR,Unknown,Mobile,Samsung,,End of life,,2013-07-06,Mobile - -
mobifix-5,The Restart Project,GBR,Speaker/amplifier,Mobile,Motorola,,End of life,,2013-07-31,Mobile - No sound output -
mobifix-6,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2013-07-31,Mobile - Won't boot -
mobifix-7,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,,Repairable,,2013-07-31,Mobile - No sound output -
mobifix-8,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2013-07-31,Mobile - Gets no power -
mobifix-9,The Restart Project,GBR,Unknown,Mobile,Sony,,Repairable,,2013-07-31,Mobile - Vibrating -
mobifix-10,The Restart Project,GBR,Stuck booting,Mobile,Samsung,,Fixed,,2013-08-10,Mobile - Won't boot -
mobifix-11,The Restart Project,GBR,Headphone jack,Mobile,,,Fixed,,2013-08-10,Headphones - Coming apart - Sugru
mobifix-12,The Restart Project,GBR,Screen,Mobile,ZDE,,Repairable,,2013-08-10,Mobile - Screen issue - Sourced screen and guide
mobifix-13,The Restart Project,GBR,Screen,Mobile,Sony,,Fixed,,2013-08-10,Mobile - Screen issue -
mobifix-14,The Restart Project,GBR,On/Off button,Mobile,Apple,,End of life,,2013-08-18,Mobile - Switch problem -
mobifix-15,The Restart Project,GBR,Other,Mobile,Samsung,,End of life,,2013-08-18,Mobile - Bricked -
mobifix-16,The Restart Project,GBR,Power/battery,Mobile,Apple,,Repairable,,2013-09-14,Mobile - No power -
mobifix-17,The Restart Project,GBR,Power/battery,Mobile,Samsung,,End of life,,2013-09-26,Mobile - Battery issue -
mobifix-18,The Restart Project,GBR,Power/battery,Mobile,Samsung,,End of life,,2013-09-26,Mobile - No power -
mobifix-19,The Restart Project,GBR,Software update,Mobile,Samsung,,End of life,,2013-10-19,Mobile - Bricked -
mobifix-20,The Restart Project,GBR,Screen,Mobile,Apple,,Repairable,,2013-10-19,Mobile - Screen issue - Not enough time
mobifix-21,The Restart Project,GBR,Sim card slot,Mobile,Apple,,End of life,,2013-10-19,Mobile - No SIM card recognition -
mobifix-22,The Restart Project,GBR,Stuck booting,Mobile,Samsung,,End of life,,2013-10-19,Mobile - Won't boot - Not enough time
mobifix-23,The Restart Project,GBR,Software update,Mobile,HTC,,Fixed,,2013-11-10,Mobile - Firmware issue - Improved
mobifix-24,The Restart Project,GBR,Software update,Mobile,Samsung,,Fixed,,2013-11-10,Mobile - Firmware issue -
mobifix-25,The Restart Project,GBR,Software update,Mobile,,,Repairable,,2013-11-16,Problem with Android system recovery
mobifix-26,The Restart Project,GBR,Screen,Mobile,Apple,,Repairable,,2013-12-07,Mobile - Screen issue - needs a new part
mobifix-27,The Restart Project,GBR,Headphone jack,Mobile,,,Fixed,,2013-12-07,Headphones - Broken jack -
mobifix-28,The Restart Project,TUN,Unknown,Mobile,,,Fixed,,2013-12-14,Home Telephone
mobifix-29,The Restart Project,GBR,Headphone jack,Mobile,,,Fixed,,2013-12-15,Headphones - No sounds - Sugru
mobifix-30,The Restart Project,GBR,Screen,Mobile,Apple,,Repairable,,2013-12-15,Mobile - screen issue - Spare part needed
mobifix-31,The Restart Project,GBR,Other,Mobile,Google,,End of life,,2014-01-25,Mobile - Not booting - Needs new motherboard
mobifix-32,The Restart Project,GBR,USB/charging port,Mobile,,,Fixed,,2014-01-29,Mobile - Power jack -
mobifix-33,The Restart Project,GBR,Screen,Mobile,Samsung,,Repairable,,2014-02-01,"Smashed screen, doesn't switch on"
mobifix-34,The Restart Project,GBR,Storage problem,Mobile,,,Repairable,,2014-02-01,Memory problem
mobifix-35,The Restart Project,GBR,Other,Mobile,,,Repairable,,2014-02-01,"Got wet, not working"
mobifix-36,The Restart Project,GBR,Software update,Mobile,Samsung,Galaxy Ace,Repairable,,2014-02-01,"Switches on, but can't launch programmes"
mobifix-37,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone,Repairable,,2014-02-01,Turn off after a few minutes
mobifix-38,The Restart Project,TUN,Unknown,Mobile,,,End of life,,2014-02-08,
mobifix-39,The Restart Project,GBR,Screen,Mobile,Samsung,,Repairable,,2014-02-19,Mobile - Screen issue - Referred to professional
mobifix-40,The Restart Project,GBR,Power/battery,Mobile,,,Fixed,,2014-02-19,Headphones - No power - Just a power supply issue
mobifix-41,The Restart Project,GBR,Other buttons,Mobile,Samsung,,Repairable,,2014-02-19,Mobile - Home button - Needs more work
mobifix-42,The Restart Project,GBR,On/Off button,Mobile,Apple,,Repairable,,2014-02-19,Mobile - Home button/Power switch - Needs spare part - DIY ready
mobifix-43,The Restart Project,GBR,Screen,Mobile,Google,,Fixed,,2014-02-19,Mobile - Screen issue - Self-fix
mobifix-44,The Restart Project,GBR,Camera,Mobile,Samsung,,Fixed,,2014-02-19,Mobile - Lens smashed - Self-fix
mobifix-45,The Restart Project,GBR,Headphone jack,Mobile,,,Fixed,,2014-02-19,Headphones - No sound in one channel -
mobifix-46,The Restart Project,GBR,USB/charging port,Mobile,Samsung,,End of life,,2014-02-19,Mobile - USB port - Referred to professional
mobifix-47,The Restart Project,GBR,Stuck booting,Mobile,Samsung,,End of life,,2014-02-19,Mobile - Bootloop - Referred to professional
mobifix-48,The Restart Project,GBR,Screen,Mobile,Apple,,End of life,,2014-03-08,Mobile - Screen issue -
mobifix-49,The Restart Project,GBR,Screen,Mobile,Sony,,Fixed,,2014-03-08,Mobile - Screen issue - Self-repair
mobifix-50,The Restart Project,GBR,Stuck booting,Mobile,Samsung,,End of life,,2014-03-08,Mobile - Won't boot -
mobifix-51,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2014-03-08,Mobile
mobifix-52,The Restart Project,TUN,Unknown,Mobile,Nokia,N'Gage,Fixed,,2014-03-08,
mobifix-53,The Restart Project,GBR,Unknown,Mobile,,,Fixed,,2014-03-29,Remote control - No signal - Signal detected
mobifix-54,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2014-03-29,"Mobile phone, exact weight 0.1 kg"
mobifix-55,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2014-03-29,"Mobile phone, exact weight 0.1 kg"
mobifix-56,The Restart Project,GBR,USB/charging port,Mobile,,,Fixed,,2014-04-12,Doesn't charge
mobifix-57,The Restart Project,GBR,Screen,Mobile,,,Fixed,,2014-04-12,"Screen broken, repaired using kit"
mobifix-58,The Restart Project,GBR,Headphone jack,Mobile,,,Fixed,,2014-04-12,"Deck needs replacing, no sound (dust removed)"
mobifix-59,The Restart Project,GBR,Screen,Mobile,,,Fixed,,2014-04-12,"Screen broken, repaired using kit"
mobifix-60,The Restart Project,GBR,Unknown,Mobile,,,Fixed,,2014-04-12,"Deck needs replacing, no sound (dust removed)"
mobifix-61,The Restart Project,GBR,Screen,Mobile,Apple,,End of life,,2014-05-06,Mobile - Screen issue -
mobifix-62,The Restart Project,GBR,USB/charging port,Mobile,HTC,,Fixed,,2014-05-06,Mobile - Power in loose - Improved
mobifix-63,The Restart Project,GBR,Screen,Mobile,HTC,,End of life,,2014-05-06,Mobile - Screen issue - Needs a new digitizer
mobifix-64,The Restart Project,GBR,Screen,Mobile,Apple,,Repairable,,2014-05-06,Mobile - Screen issue -
mobifix-65,The Restart Project,GBR,Screen,Mobile,BlackBerry,,Fixed,,2014-05-06,Mobile - Screen issue - Sugrued
mobifix-66,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2014-05-10,Exact wieght 02. kg
mobifix-67,The Restart Project,ITA,Screen,Mobile,,,Fixed,,2014-05-18,non si accendeva
mobifix-68,The Restart Project,ITA,Stuck booting,Mobile,,,Fixed,,2014-05-18,inchiodato all' avvio
mobifix-69,The Restart Project,GBR,Software update,Mobile,Sony,,Fixed,,2014-05-25,Mobile - Running slow - Factory reset
mobifix-70,The Restart Project,GBR,Screen,Mobile,Motorola,Atrix,Repairable,,2014-05-25,Mobile - Screen replacement - Broke the ribbon cable on replacement
mobifix-71,The Restart Project,GBR,Screen,Mobile,,,Fixed,,2014-05-25,Mobile - Screen issue - DIY repair
mobifix-72,The Restart Project,GBR,USB/charging port,Mobile,,,Fixed,,2014-05-25,Mobile - Not charging -
mobifix-73,The Restart Project,GBR,Power/battery,Mobile,Nokia,,End of life,,2014-06-12,Mobile - No power - Battery?
mobifix-74,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2014-06-12,Mobile - No power - Battery
mobifix-75,The Restart Project,GBR,Software update,Mobile,,,Fixed,,2014-06-12,Mp3 player - Firmware - Reset seemed to fix it
mobifix-76,The Restart Project,GBR,Screen,Mobile,Apple,,Fixed,,2014-06-12,Mobile - Screen issue - Self repair
mobifix-77,The Restart Project,GBR,Other,Mobile,HTC,,End of life,,2014-06-25,Mobile - Flaky data connection - Problem with the provider
mobifix-78,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2014-06-25,Mobile - Spontaneously shuts off - DIY ready?
mobifix-79,The Restart Project,GBR,Other,Mobile,,,End of life,,2014-06-28,Dropped it in a lake!
mobifix-80,The Restart Project,GBR,Screen,Mobile,LP,,Repairable,,2014-06-28,"LP smartphone, screen broken, needs new screen."
mobifix-81,The Restart Project,GBR,Other buttons,Mobile,Apple,iPhone 3G,Repairable,,2014-06-28,"Home button is stuck. Neeeds to go to shop, button mislodged after screen repair"
mobifix-82,The Restart Project,GBR,Other,Mobile,Nokia,Lumina,Fixed,,2014-06-28,Can't send media content. Problem was with network.
mobifix-83,The Restart Project,GBR,Power/battery,Mobile,Nokia,Lumina,Repairable,,2014-06-28,Not switching on
mobifix-84,The Restart Project,ITA,Screen,Mobile,Samsung,S3,Repairable,,2014-07-09,Schermo rotto
mobifix-85,The Restart Project,GBR,Power/battery,Mobile,Apple,,Fixed,,2014-07-10,Mobile - Battery dead -
mobifix-86,The Restart Project,GBR,Storage problem,Mobile,,,End of life,,2014-07-10,Mobile - Slow and overheating -
mobifix-87,The Restart Project,ITA,Other,Mobile,,,Fixed,,2014-07-13,Digital Agenda
mobifix-88,The Restart Project,ITA,Screen,Mobile,Apple,iPhone,Repairable,,2014-07-19,mancano ricambio schermo/display
mobifix-89,The Restart Project,ITA,Screen,Mobile,Apple,iPhone,Repairable,,2014-07-19,mancano ricambio schermo/display
mobifix-90,The Restart Project,GBR,Stuck booting,Mobile,,,End of life,,2014-08-26,Mobile - Powers off constantly -
mobifix-91,The Restart Project,GBR,Other,Mobile,Apple,,End of life,,2014-08-26,Mobile - Water damaged -
mobifix-92,The Restart Project,GBR,Volume buttons,Mobile,Nokia,,Repairable,,2014-09-09,Mobile - Volume button broken - Spare button needed
mobifix-93,The Restart Project,GBR,Camera,Mobile,,,Repairable,,2014-09-20,Camera lens cover cracked
mobifix-94,The Restart Project,GBR,Performance,Mobile,Samsung,,Fixed,,2014-09-27,Mobile - Running slow -
mobifix-95,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2014-10-05,
mobifix-96,The Restart Project,GBR,Screen,Mobile,,,Repairable,,2014-10-14,Mobile - Screen issue - Advised on spare part
mobifix-97,The Restart Project,GBR,USB/charging port,Mobile,,,Repairable,,2014-10-14,Mobile - Intermittently not charging - Needs new part
mobifix-98,The Restart Project,GBR,Help/configuration,Mobile,,,Fixed,,2014-10-14,Mobile - Not getting data -
mobifix-99,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2014-10-14,Mobile - - No time
mobifix-100,anstiftung,DEU,Internal damage,Mobile,Nokia,Slider-Handy,Fixed,,2014-10-15,"Es zeigte nichts mehr an. Der vermutete Bruch des flexiblen Kabels zwischen beiden Hälften war nicht das Problem, das wieder angesteckte Kabel behob den Defekt."
mobifix-101,The Restart Project,GBR,Screen,Mobile,HTC,,Repairable,,2014-10-18,Mobile - Screen - Wrong spare part!
mobifix-102,The Restart Project,GBR,Storage problem,Mobile,,,Fixed,,2014-10-18,Mobile - Not getting data -
mobifix-103,anstiftung,DEU,Power/battery,Mobile,,Smartphone,Repairable,,2014-11-20,"Es lud nur noch sporadisch.Es wurde untersucht und keine Auffälligkeiten an dem Ladegerät, der Buchse oder der Platine festgestellt. Als nächstes wird der Besitzer einen anderen Akku testen, um auch das auszuschließen."
mobifix-104,The Restart Project,GBR,Screen,Mobile,Fairphone,,Fixed,,2014-11-22,"Screen broken, part provided."
mobifix-105,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy,Repairable,,2014-11-22,Screen broken
mobifix-106,The Restart Project,GBR,Screen,Mobile,Fairphone,,Fixed,,2014-11-22,Screen broken and touchscreen not working
mobifix-107,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,Repairable,,2014-11-22,Condensation underneath screen
mobifix-108,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,Repairable,,2014-11-22,Poor battery ilfe and screen cracked
mobifix-109,The Restart Project,GBR,Other buttons,Mobile,Apple,,Fixed,,2014-11-27,Mobile - Broken home button -
mobifix-110,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2014-11-29,
mobifix-111,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2014-11-29,
mobifix-112,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2014-11-29,
mobifix-113,anstiftung,DEU,USB/charging port,Mobile,,Handy,Fixed,,2015-01-08,Die Daten von einem alten Telefon sollten auf ein neues übertragen werden.Das Datenkabel funktionierte nicht.Wir konnten die Daten aus dem Telefon auf eine SIM-Karte und von da in ein anderes Telefon übertragen - das war der einfachste Weg.
mobifix-114,The Restart Project,GBR,On/Off button,Mobile,Samsung,,Fixed,,2015-01-14,Mobile - Power button? -
mobifix-115,The Restart Project,GBR,Screen,Mobile,Apple,,Fixed,,2015-01-14,Mobile - Screen issue -
mobifix-116,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-01-24,
mobifix-117,The Restart Project,ITA,Screen,Mobile,,,Repairable,,2015-02-01,Flashing screeen
mobifix-118,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2015-03-01,
mobifix-119,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2015-03-01,
mobifix-120,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-03-01,Exact weight 0.11 kg
mobifix-121,anstiftung,DEU,On/Off button,Mobile,,Smartphone,Fixed,,2015-03-05,Es ließ sich nicht mehr einschalten.Der Ein-Schalter konnte vom Besitzer gewechselt werden.
mobifix-122,The Restart Project,GBR,Other,Mobile,Samsung,,Repairable,,2015-03-21,"Got wet, won't switch on. Photos saved, half fixed."
mobifix-123,The Restart Project,GBR,Speaker/amplifier,Mobile,Samsung,,End of life,,2015-03-21,Can't hear calls. Can't be fixed.
mobifix-124,The Restart Project,GBR,Power/battery,Mobile,Sony,,Fixed,,2015-03-21,Stopped working. New battery needed.
mobifix-125,The Restart Project,GBR,Power/battery,Mobile,Nokia,,Repairable,,2015-03-21,Not charging. won't turn on. Advice given.
mobifix-126,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2015-03-28,
mobifix-127,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-03-28,Exact weight 0.3 kg
mobifix-128,The Restart Project,ITA,Unknown,Mobile,Motorola,motoG,Repairable,,2015-04-12,
mobifix-129,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5,Fixed,,2015-05-01,screen broken
mobifix-130,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 4s,Fixed,,2015-05-01,back and front screen
mobifix-131,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-05-01,screen broken
mobifix-132,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5,Fixed,,2015-05-01,broken screen
mobifix-133,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone 5,Repairable,,2015-05-01,
mobifix-134,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2015-05-05,"Mobile - Software fault - Diagnosed, needs new battery"
mobifix-135,The Restart Project,GBR,Screen,Mobile,Apple,,Fixed,,2015-05-05,Mobile - Screen issue -
mobifix-136,The Restart Project,GBR,Screen,Mobile,HTC,,Repairable,,2015-05-05,Mobile - Screen issue - Helped source a spare part
mobifix-137,The Restart Project,GBR,Headphone jack,Mobile,Apple,,Fixed,,2015-05-05,Mobile - Earphone jack -
mobifix-138,The Restart Project,GBR,Microphone,Mobile,Apple,,End of life,,2015-05-05,Mobile - Mic problem -
mobifix-139,The Restart Project,GBR,Screen,Mobile,BlackBerry,,Repairable,,2015-05-05,Mobile - Cracked screen - Needs new part
mobifix-140,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2015-05-09,"Doesn't charge, doesn't switch on. Needs new battery."
mobifix-141,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,Repairable,,2015-05-09,Speaker crackly and broken screen.
mobifix-142,The Restart Project,GBR,Charger,Mobile,Apple,iPhone charger,Repairable,,2015-05-09,"Charger, loose connection."
mobifix-143,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-05-09,Exact weight 0.1 kg
mobifix-144,The Restart Project,GBR,Other,Mobile,,,Fixed,,2015-05-28,Liquid damage?
mobifix-145,anstiftung,DEU,Help/configuration,Mobile,,Handy,Fixed,,2015-06-11,"Ihr war die Bedienung ihres Mobiltelefons unklar und wir halfen dabei, verschiedene Symbole und Funktionen zu erklären. Leider nehmen sich offenbar manche Verkäufer großer Handelsketten zu wenig Zeit dafür, ihre Kunden ausreichend zu beraten. Sie hatten diese Kundin nur auf die Bedienungsanleitung verwiesen, die sie aber nicht verstand. Hier schlummert noch viel Potential, mit dem die ""Servicewüste Deutschland"" weiter trockengelegt werden sollte."
mobifix-146,The Restart Project,ITA,Unknown,Mobile,Apple,iPhone 5s,Repairable,,2015-06-14,
mobifix-147,The Restart Project,ITA,Screen,Mobile,LG,,Repairable,,2015-06-14,schermo da reperire su internet
mobifix-148,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2015-06-29,Will not charge
mobifix-149,The Restart Project,GBR,Unknown,Mobile,Apple,,Fixed,,2015-07-11,Dropped - no sign of life. (Was actually ok)
mobifix-150,The Restart Project,GBR,Camera,Mobile,,,Repairable,,2015-07-11,Camera not working. Needs a factory reset.
mobifix-151,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy,Fixed,,2015-07-11,Keeps cutting out. Didn't need SD card.
mobifix-152,The Restart Project,GBR,Unknown,Mobile,BlackBerry,,Fixed,,2015-07-11,"Not working,."
mobifix-153,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2015-07-23,
mobifix-154,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2015-07-23,
mobifix-155,The Restart Project,GBR,Unknown,Mobile,,,Fixed,,2015-07-23,
mobifix-156,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone 4s,Repairable,,2015-07-23,Locked
mobifix-157,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iPhone 4s,Repairable,,2015-07-23,Speaker not working - referred to Lovefone
mobifix-158,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5,Repairable,,2015-07-25,Spare screen purchased by the person before they came but it wasn't the right one for this phone. Advised them to come back to another party.
mobifix-159,The Restart Project,GBR,Screen,Mobile,Apple,iPad 5,Repairable,,2015-07-25,Person came to party with cracked screen. Restarter told them they needed to buy a screen. They went away and got one and after some time trying to fit it the Restarter said it was the wrong screen.
mobifix-160,The Restart Project,GBR,Headphone jack,Mobile,Sony,,Fixed,,2015-07-25,Something stuck in headphone port
mobifix-161,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2015-08-01,
mobifix-162,The Restart Project,GBR,Screen,Mobile,Samsung,,Fixed,,2015-08-11,Screen cracked
mobifix-163,The Restart Project,GBR,USB/charging port,Mobile,,,Fixed,,2015-08-11,Will not communicate with computer
mobifix-164,The Restart Project,GBR,Unknown,Mobile,Fairphone,1,Fixed,,2015-08-11,
mobifix-165,The Restart Project,GBR,Unknown,Mobile,Fairphone,1,Fixed,,2015-08-11,
mobifix-166,The Restart Project,GBR,Unknown,Mobile,Fairphone,1,End of life,,2015-08-11,
mobifix-167,The Restart Project,GBR,Power/battery,Mobile,BlackBerry,,End of life,,2015-08-23,"Won't power on, even with a new battery"
mobifix-168,anstiftung,DEU,Other,Mobile,,GSM-Telefon,Fixed,,2015-09-03,Ein GSM-Telefon (so etwas wie ein stationäres Mobiltelefon) hatte beim Gespräch ständig Aussetzer und Tonstörungen. Im Gerät befanden sich keine Kontakte; die einzige Schwachstelle waren die Stecker des Spiralkabels zwischen Hörer und Gerät. Wir reinigten die Kontaktfähnchen und ein Testanruf zeigte den Erfolg.
mobifix-169,anstiftung,DEU,Liquid damage,Mobile,,Handy,Unknown,,2015-09-03,Mobiltelefon mit Wasserschaden ließ sich nicht mehr einschalten.
mobifix-170,The Restart Project,GBR,Other,Mobile,Motorola,,End of life,,2015-09-08,Had to break it to open it
mobifix-171,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5s,Repairable,,2015-09-08,"Failed screen replacement, not clear why. Referred to Lovefone"
mobifix-172,The Restart Project,GBR,Other,Mobile,HTC,,Fixed,,2015-09-08,Poor signal
mobifix-173,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone,Repairable,,2015-09-26,Needs new battery
mobifix-174,The Restart Project,GBR,Software update,Mobile,Apple,iPhone,Repairable,,2015-09-26,Needs software update.
mobifix-175,The Restart Project,ITA,Screen,Mobile,Samsung,Trend,Repairable,,2015-09-27,schermo da reperire su internet
mobifix-176,The Restart Project,ESP,Other,Mobile,Samsung,S4,End of life,,2015-10-03,Placa base? - Movil muerto
mobifix-177,The Restart Project,GBR,Screen,Mobile,Fairphone,1,Fixed,,2015-10-20,Broken screen
mobifix-178,The Restart Project,GBR,Power/battery,Mobile,Motorola,Nexus 4,Fixed,,2015-10-20,"""Red light"" on always. Not charging"
mobifix-179,The Restart Project,GBR,Power/battery,Mobile,LG,Nexus 5,Repairable,,2015-10-20,"Not holding a charge. Spare battery does not appear to work, but needs time to verify."
mobifix-180,The Restart Project,GBR,Storage problem,Mobile,Sony,Xperia,Repairable,,2015-10-20,"Not transferring apps and files to SD card, to help with memory problem"
mobifix-181,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2015-10-31,
mobifix-182,The Restart Project,ITA,Unknown,Mobile,Samsung,S2,Fixed,,2015-10-31,
mobifix-183,The Restart Project,ITA,Unknown,Mobile,Apple,iPhone 4s,Repairable,,2015-10-31,
mobifix-184,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-11-14,
mobifix-185,The Restart Project,GBR,Sim card slot,Mobile,Motorola,Moto E,Repairable,,2015-11-28,SIM card loose
mobifix-186,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone 4,Repairable,,2015-11-28,Needed back-up before repair
mobifix-187,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2015-11-28,
mobifix-188,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone 5,Repairable,,2015-12-01,defective power button. elegible for Apple recall
mobifix-189,The Restart Project,GBR,Other,Mobile,Huawei,,Fixed,,2015-12-01,"slow, restarts - helped to reset"
mobifix-190,The Restart Project,GBR,Software update,Mobile,Samsung,S3 mini,Fixed,,2015-12-01,shuts down. reset to factory settings
mobifix-191,The Restart Project,GBR,On/Off button,Mobile,Nokia,6310i,Fixed,,2015-12-01,"power button not working. fixed with workaround (taking out button, now can be switched on again)"
mobifix-192,The Restart Project,GBR,Screen,Mobile,Fairphone,1,Fixed,,2015-12-01,cracked screen. brought spare part and learned to do it
mobifix-193,The Restart Project,GBR,Camera,Mobile,Apple,iPhone 5s,Repairable,,2015-12-01,"dust in the camera. advised to ask Apple to do it free of charge, as not due to usage"
mobifix-194,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 5,Fixed,,2015-12-01,battery problems. helped her understand that her constant use of Spotify and bluetooth is the main problem
mobifix-195,The Restart Project,GBR,Camera,Mobile,Samsung,Galaxy S5,Repairable,,2015-12-01,"camera doesn't focus consistently. it's 6 month old from Argos, explained warranty repair"
mobifix-196,The Restart Project,GBR,Screen,Mobile,Google,Nexus 5,Repairable,,2015-12-01,"screen stopped working. it has previously repaired by Lovefone, explained he should go back as covered by their warranty"
mobifix-197,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-12-05,
mobifix-198,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2015-12-05,
mobifix-199,The Restart Project,GBR,USB/charging port,Mobile,Samsung,S2,Repairable,,2015-12-15,Bad micro USB port
mobifix-200,The Restart Project,GBR,USB/charging port,Mobile,Nokia,Lumia,Repairable,,2015-12-15,Not charging
mobifix-201,The Restart Project,GBR,Screen,Mobile,Sony,Xperia,Repairable,,2015-12-15,Screen
mobifix-202,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone,Repairable,,2015-12-15,Advised on purchasing part
mobifix-203,The Restart Project,ESP,Camera,Mobile,Apple,iPhone,Repairable,,2015-12-19,Raja en la camera
mobifix-204,The Restart Project,ITA,Help/configuration,Mobile,Samsung,,Fixed,,2015-12-20,era in spagnolo
mobifix-205,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-206,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5,Fixed,,2015-12-24,Screen repair
mobifix-207,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-208,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5S,Fixed,,2015-12-24,Screen repair
mobifix-209,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-210,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-211,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-212,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2015-12-24,Screen repair
mobifix-213,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2015-12-24,Screen repair
mobifix-214,The Restart Project,GBR,Unknown,Mobile,Samsung,Galaxy S4 Mini,Repairable,,2016-01-11,
mobifix-215,The Restart Project,GBR,USB/charging port,Mobile,Samsung,Galaxy X2,Fixed,,2016-01-11,"Micro USB damaged, needed replacing. DIY"
mobifix-216,The Restart Project,GBR,USB/charging port,Mobile,Fairphone,1,Repairable,,2016-01-11,Micro USB port dodgy
mobifix-217,The Restart Project,GBR,Software update,Mobile,Apple,iPhone 4,Repairable,,2016-01-11,Incomplete update. Owner wanted to backup before reset.
mobifix-218,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2016-01-16,
mobifix-219,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2016-01-16,
mobifix-220,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2016-01-16,
mobifix-221,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2016-01-16,
mobifix-222,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2016-01-16,
mobifix-223,The Restart Project,GBR,Screen,Mobile,Fairphone,,Repairable,,2016-01-23,Part of the screen is broken
mobifix-224,The Restart Project,GBR,Screen,Mobile,Samsung,,Repairable,,2016-01-23,Broken screen
mobifix-225,The Restart Project,GBR,Microphone,Mobile,Samsung,Galaxy,Fixed,,2016-01-23,Mic not working.
