id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
repaircafe_1,"Repair Café",NLD,"Small kitchen item",Nespresso,Unknown,????,Unknown,0074,2016-07-12,
repaircafe_2,"Repair Café",NLD,"Hi-Fi separates",Philips,Unknown,????,Fixed,0010,2017-01-06,"de spoelen draaiden niet meer ~ motor of snaren"
repaircafe_3,"Repair Café",NLD,Toy,Unknown,Unknown,????,Fixed,0010,2017-01-06,"doet het niet ~ batterijen"
repaircafe_4,"Repair Café",NLD,Watch/clock,Unknown,Unknown,????,Fixed,0010,2017-01-06,"te lang stilgestaan (batterij) oxide in het klokje"
repaircafe_5,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0010,2017-01-06,"doet het niet"
repaircafe_6,"Repair Café",NLD,Lamp,"Grundig ",Unknown,????,Repairable,0010,2017-01-06,"mood light geeft maar √©√©n kleur ~ fout in chip"
repaircafe_7,"Repair Café",NLD,Battery/charger/adapter,Unknown,"oplader van boormachine",????,Fixed,0010,2017-01-06,"laad niet op ~ storing op print"
repaircafe_8,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Unknown,0010,2017-01-06,defect
repaircafe_9,"Repair Café",NLD,Toy,Unknown,Unknown,????,Unknown,0010,2017-01-06,defect
repaircafe_10,"Repair Café",NLD,Tablet,Sony,Unknown,????,Repairable,0010,2017-01-06,"e-reader gaat niet aan ~ accu "
repaircafe_14,"Repair Café",NLD,Headphones,"Audio Technica",ATH-ES55,2012,Fixed,0016,2017-01-07,"gebroken kabeltje"
repaircafe_15,"Repair Café",NLD,"Small kitchen item",FrancisFrancis,SI,2012,Repairable,0016,2017-01-07,
repaircafe_16,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,2010,Fixed,0016,2017-01-07,
repaircafe_17,"Repair Café",NLD,Aircon/Dehumidifier,Venta,Unknown,2009,Fixed,0016,2017-01-07,"Teruggekomen van vorige keer, nu met waterbak. Werkte niet ~ Schakelaar"
repaircafe_18,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Fixed,0016,2017-01-07,"lamp flikkert en armen zij instabiel ~ Gebruik"
repaircafe_19,"Repair Café",NLD,Laptop,Unknown,Unknown,????,Repairable,0016,2017-01-07,advies
repaircafe_20,"Repair Café",NLD,"Small kitchen item","Everglades ","EV 258",2005,Repairable,0016,2017-01-07,"relais defect"
repaircafe_22,"Repair Café",NLD,"Hi-Fi separates",WAD,"C 325BEE",2006,Repairable,0016,2017-01-07,
repaircafe_23,"Repair Café",NLD,Lamp,Unknown,Unknown,1996,Repairable,0016,2017-01-07,
repaircafe_24,"Repair Café",NLD,"TV and gaming-related accessories",BigBen,"BB 3214",2001,Repairable,0016,2017-01-07,
repaircafe_25,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Fixed,0016,2017-01-07,
repaircafe_26,"Repair Café",NLD,"Small kitchen item",Dualit,Unknown,1990,Fixed,0016,2017-01-07,"nieuwe onderdelen plaatsen n.a.v. Eerder bezoek"
repaircafe_27,"Repair Café",NLD,Toy,Unknown,"elektrische kabouter",????,Fixed,0016,2017-01-07,
repaircafe_30,"Repair Café",NLD,"Handheld entertainment device",Sony,"D-99 Discman",1999,Repairable,0016,2017-01-07,"speelt niet ~ 4 condensatoren aan hun eind"
repaircafe_31,"Repair Café",NLD,"Small kitchen item",Jura,Unknown,2015,Unknown,0016,2017-01-07,
repaircafe_32,"Repair Café",NLD,Watch/clock,Unknown,Unknown,????,Fixed,0016,2017-01-07,batterijen
repaircafe_33,"Repair Café",NLD,Watch/clock,Unknown,Unknown,????,Fixed,0016,2017-01-07,batterijen
repaircafe_34,"Repair Café",NLD,Vacuum,AEG,K4170,????,Unknown,0016,2017-01-07,
repaircafe_35,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Fixed,0016,2017-01-07,"checken ~ batterijklep mist"
repaircafe_36,"Repair Café",NLD,Misc,Unknown,Unknown,????,Fixed,0016,2017-01-07,"wordt niet meer warm"
repaircafe_37,"Repair Café",NLD,"Small kitchen item",Bodum,Unknown,????,Fixed,0016,2017-01-07,
repaircafe_38,"Repair Café",NLD,Headphones,Unknown,Unknown,????,Repairable,0016,2017-01-07,
repaircafe_39,"Repair Café",NLD,Misc,"Grundig ","sagemcom sixty",????,Repairable,0016,2017-01-07,
repaircafe_40,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Fixed,0016,2017-01-07,
repaircafe_41,"Repair Café",NLD,"Portable radio",Lenco,"SCD 37",????,Unknown,0016,2017-01-07,USB
repaircafe_42,"Repair Café",NLD,Tablet,Unknown,Unknown,????,Repairable,0016,2017-01-07,
repaircafe_44,"Repair Café",NLD,"Handheld entertainment device",Sony,Unknown,1981,Repairable,0016,2017-01-07,
repaircafe_45,"Repair Café",NLD,Laptop,Unknown,Unknown,????,Fixed,0016,2017-01-07,"geeft geen licht"
repaircafe_46,"Repair Café",NLD,"Digital Compact Camera",Fujifilm,Unknown,2009,Unknown,0016,2017-01-07,"sluiter gaat niet dicht"
repaircafe_47,"Repair Café",NLD,"Small kitchen item",Etna,Unknown,????,Fixed,0016,2017-01-07,draaiknop
repaircafe_48,"Repair Café",NLD,Tablet,Acer,Unknown,2012,Fixed,0016,2017-01-07,"wil niet opstarten"
repaircafe_49,"Repair Café",NLD,"Hair & Beauty item",Unknown,Unknown,????,Repairable,0016,2017-01-07,"geen connection"
repaircafe_50,"Repair Café",NLD,"Hair & Beauty item",Unknown,Unknown,????,Fixed,0016,2017-01-07,"doet het niet"
repaircafe_51,"Repair Café",NLD,"Small kitchen item",Unknown,"Nespresso apparaat",????,Fixed,0016,2017-01-07,"schenkmechanisme werkt niet naar behoren"
repaircafe_54,"Repair Café",NLD,Laptop,Acer,Unknown,2007,Unknown,0024,2017-01-07,"start niet op"
repaircafe_55,"Repair Café",NLD,"Hi-Fi separates",Sony,Unknown,2011,Repairable,0024,2017-01-07,"slaat over"
repaircafe_56,"Repair Café",NLD,"Small kitchen item",Moulinex,Unknown,2014,Unknown,0024,2017-01-07,lekkage
repaircafe_57,"Repair Café",NLD,"Sewing machine",Janome,Unknown,????,Fixed,0024,2017-01-07,"rijger moet worden afgesteld"
repaircafe_59,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Unknown,0024,2017-01-07,defect
repaircafe_60,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Unknown,0024,2017-01-07,defect
repaircafe_62,"Repair Café",NLD,"Small kitchen item",Samsung,Unknown,2000,Unknown,0058,2017-01-07,"Deur defect ~ Deur defect"
repaircafe_63,"Repair Café",NLD,"Small home electrical",Tomado,Unknown,2000,Fixed,0058,2017-01-07,"Thermostaat zekering kapot ~ Geen stoom"
repaircafe_65,"Repair Café",GBR,Lamp,Unknown,Unknown,????,Fixed,0217,2017-01-07,"Bulb holder loose"
repaircafe_66,"Repair Café",GBR,Toy,Unknown,Unknown,????,Repairable,0217,2017-01-07,"Hinge broken, piece of wood broken off, no music playing"
repaircafe_67,"Repair Café",GBR,Misc,Unknown,Unknown,????,Unknown,0217,2017-01-07,
repaircafe_68,"Repair Café",GBR,"Sewing machine",Unknown,Unknown,????,Unknown,0217,2017-01-07,"Needle will not go down"
repaircafe_69,"Repair Café",GBR,"Small kitchen item",Unknown,Unknown,????,Unknown,0217,2017-01-07,"New cord needed"
repaircafe_71,"Repair Café",GBR,Lamp,Unknown,Unknown,????,Unknown,0217,2017-01-07,
repaircafe_72,"Repair Café",GBR,Misc,Unknown,Unknown,????,Unknown,0217,2017-01-07,
repaircafe_74,"Repair Café",GBR,"Small home electrical",Unknown,Unknown,????,Unknown,0217,2017-01-07,"Button not working"
repaircafe_75,"Repair Café",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,Unknown,0217,2017-01-07,"Power on but not responsive"
repaircafe_76,"Repair Café",GBR,Misc,Unknown,Unknown,????,Unknown,0217,2017-01-07,"Not responsive"
repaircafe_77,"Repair Café",GBR,"Hi-Fi separates",Unknown,Unknown,????,Unknown,0217,2017-01-07,"No sound"
repaircafe_80,"Repair Café",GBR,Misc,Unknown,Unknown,????,Unknown,0217,2017-01-07,
repaircafe_83,"Repair Café",NLD,"Power tool",Unknown,Unknown,????,Fixed,0010,2017-01-13,defect
repaircafe_84,"Repair Café",NLD,Toy,Unknown,Unknown,????,Fixed,0010,2017-01-13,"deot het niet ~ draadje los bij de schakelaar"
repaircafe_85,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Fixed,0010,2017-01-13,"wordt niet warm ~ snoerbreuk"
repaircafe_86,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Fixed,0010,2017-01-13,"doet het niet goed ~ gaatjes zitten vol met kalk"
repaircafe_87,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Unknown,0010,2017-01-13,"doet het niet ~ snoer losgetrokken aan de pompzijde"
repaircafe_88,"Repair Café",NLD,"Small home electrical",Friedland,Unknown,????,Fixed,0010,2017-01-13,"doet het niet ~ oxide bij de aansluitingen"
repaircafe_89,"Repair Café",NLD,"Small kitchen item",Braun,Unknown,????,Fixed,0010,2017-01-13,"doet het niet ~ snoerbreuk"
repaircafe_90,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Repairable,0010,2017-01-20,"aardlekschakelaar springt eruit bij gebruik"
repaircafe_91,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Unknown,0010,2017-01-20,"defect ~ elektronika"
repaircafe_92,"Repair Café",NLD,"Power tool",K√§rcher,Unknown,????,Repairable,0010,2017-01-20,"doet het niet ~ klep zit vast"
repaircafe_93,"Repair Café",NLD,Toy,Unknown,Unknown,????,Unknown,0010,2017-01-20,"tijdklokje werkt niet ~ aansturing elektronica"
repaircafe_94,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0010,2017-01-20,"doet het niet ~ ouderdom"
repaircafe_95,"Repair Café",NLD,Misc,Unknown,Unknown,????,Fixed,0010,2017-01-20,"klem niet ~ verbogen"
repaircafe_96,"Repair Café",NLD,"Portable radio",Unknown,Unknown,????,Fixed,0010,2017-01-20,"radio hapert ~ schakelaar "
repaircafe_97,"Repair Café",NLD,"Portable radio",Unknown,Unknown,????,Fixed,0010,2017-01-20,"doet het niet ~ batterijen te zwak"
repaircafe_98,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Fixed,0010,2017-01-20,"fittingen defect ~ warmte te groot wattage lampjes gebruikt"
repaircafe_100,"Repair Café",NLD,"Large home electrical",Unknown,Unknown,????,Unknown,0010,2017-01-20,"kachel blijft warmte geven ~ thermostaat"
repaircafe_101,"Repair Café",NLD,Kettle,Unknown,Unknown,????,Unknown,0010,2017-01-20,"defect ~ kalk"
repaircafe_102,"Repair Café",NLD,Kettle,Unknown,Unknown,????,Repairable,0010,2017-01-20,"deksel kapot ~ slijtage"
repaircafe_103,"Repair Café",NLD,Misc,Tefal,Unknown,????,Fixed,0010,2017-01-20,"stoppen slaan door ~ teveel belasting op √©√©n groep thuis"
repaircafe_104,"Repair Café",NLD,Battery/charger/adapter,Apple,"adapter van laptop",????,Unknown,0010,2017-01-27,"laptop laad niet op ~ adapter defect"
repaircafe_105,"Repair Café",NLD,"Hi-Fi separates",Unknown,Unknown,1980,Fixed,0010,2017-01-27,"cassette speelt niet ~ snaar gebroken"
repaircafe_106,"Repair Café",NLD,"Hi-Fi separates",Unknown,Unknown,????,Repairable,0010,2017-01-27,"leest geen dvd's ~ fabrikagefout speler"
repaircafe_107,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Unknown,0010,2017-01-27,"wordt niet warm ~ onbekent"
repaircafe_108,"Repair Café",NLD,"Hair & Beauty item",Unknown,Unknown,????,Fixed,0010,2017-01-27,"stottert knettert ~ stroomonderbreking"
repaircafe_109,"Repair Café",NLD,Toy,Unknown,Unknown,????,Fixed,0010,2017-01-27,"doet het niet ~ draadbreuk"
repaircafe_110,"Repair Café",NLD,Watch/clock,Unknown,Unknown,????,Unknown,0010,2017-01-27,"loopt niet meer ~ batterij"
repaircafe_111,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Fixed,0010,2017-01-27,"geeft bijna geen water ~ kalk"
repaircafe_112,"Repair Café",NLD,Misc,Brother,Unknown,????,Fixed,0010,2017-01-27,"print niet en batt.weak ~ lang stilgestaan"
repaircafe_115,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Unknown,0010,2017-02-03,"draait niet rond  ~ pianosnaar gebroken"
repaircafe_116,"Repair Café",NLD,Misc,Unknown,Unknown,????,Fixed,0010,2017-02-03,"stoppen slaan door ~ overbelasting op de thuisgroep"
repaircafe_117,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Fixed,0010,2017-02-03,"kapot ~ schakelaar "
repaircafe_118,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Unknown,0010,2017-02-03,"wordt niet warm ~ element"
repaircafe_119,"Repair Café",NLD,"Paper shredder",Unknown,Unknown,????,Unknown,0010,2017-02-03,"trekt geen papier door ~ teveel blaadjes in √©√©n keer gedaan"
repaircafe_120,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0010,2017-02-03,"doet het niet ~ snoerbreuk"
repaircafe_121,"Repair Café",NLD,Vacuum,Electrolux,Unknown,????,Fixed,0010,2017-02-03,"snoer rolt niet op ~ veer"
repaircafe_122,"Repair Café",NLD,Toy,Unknown,Unknown,????,Fixed,0010,2017-02-03,"schakelaar kapot ~ gebruik"
repaircafe_125,"Repair Café",NLD,Misc,Unknown,Unknown,????,Fixed,0016,2017-02-04,gevallen
repaircafe_126,"Repair Café",NLD,"Small kitchen item",Braun,Unknown,????,Fixed,0016,2017-02-04,"doet niets meer, zit vast"
repaircafe_127,"Repair Café",NLD,"DLSR / Video Camera",Samsung,Unknown,1998,Repairable,0016,2017-02-04,"bandje gaat er niet uit"
repaircafe_128,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Unknown,0016,2017-02-04,defect
repaircafe_129,"Repair Café",NLD,"Sewing machine",Unknown,Unknown,????,Fixed,0016,2017-02-04,"pakt de onderdraad niet goed"
repaircafe_130,"Repair Café",NLD,"Small kitchen item",Whirlpool,Unknown,2012,Repairable,0016,2017-02-04,"‚Äúaardlekschakelaar‚Äù ~ element kapot"
repaircafe_131,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Repairable,0016,2017-02-04,"warmt niet op"
repaircafe_132,"Repair Café",NLD,Vacuum,Bosch,Unknown,????,Fixed,0016,2017-02-04,"snoer zit vast"
repaircafe_133,"Repair Café",NLD,"Hi-Fi integrated",Sony,Unknown,2007,Fixed,0016,2017-02-04,"defect ~ zekering kapot"
repaircafe_134,"Repair Café",NLD,"Hi-Fi separates",Rotel,RTO2,????,Unknown,0016,2017-02-04,"na 2 uur aanstaan gaat hij uit"
repaircafe_135,"Repair Café",NLD,"Portable radio",Denver,DAB-33,2016,Repairable,0016,2017-02-04,instellen
repaircafe_136,"Repair Café",NLD,"Desktop computer",Toshiba,Unknown,????,Fixed,0016,2017-02-04,"harde schijf"
repaircafe_137,"Repair Café",NLD,Battery/charger/adapter,Sparta,"e-bike charger, IP30",????,Repairable,0016,2017-02-04,"doet het niet"
repaircafe_138,"Repair Café",NLD,"TV and gaming-related accessories",Salora,24LCT-5000TDW,????,Repairable,0016,2017-02-04,"doet het niet"
repaircafe_139,"Repair Café",NLD,"DLSR / Video Camera",Philips,"VR 151/10",2000,Fixed,0016,2017-02-04,klepje
repaircafe_140,"Repair Café",NLD,Laptop,Unknown,Unknown,????,Repairable,0016,2017-02-04,"beeldscherm doet het 15 min. daarna zwart beeld en aan/uit knop knippert ~ warmte probleem"
repaircafe_141,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,2014,Fixed,0016,2017-02-04,overtemperatuur
repaircafe_142,"Repair Café",NLD,"Small kitchen item",Krups," NX-2001",2010,Fixed,0016,2017-02-04,"drukknopje gaat lastig"
repaircafe_143,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Fixed,0016,2017-02-04,"doet het niet meer"
repaircafe_145,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0016,2017-02-04,schakelaar
repaircafe_146,"Repair Café",NLD,"Hi-Fi separates",Unknown,Unknown,????,Fixed,0016,2017-02-04,"blijft af en toe hangen ~ het geluid stotterde"
repaircafe_147,"Repair Café",NLD,Tablet,Teasi,"X13-12056 Fiets navigatiesysteem",2013,Fixed,0016,2017-02-04,"doet het niet"
repaircafe_148,"Repair Café",NLD,"Hair & Beauty item",Braun,"Synchron Universal",????,Unknown,0016,2017-02-04,defect
repaircafe_149,"Repair Café",NLD,"Hi-Fi separates",Philips,Portable,2012,Fixed,0016,2017-02-04,defect
repaircafe_150,"Repair Café",NLD,"Small kitchen item",Princess,112310,2010,Fixed,0016,2017-02-04,"defect ~ thermische beveiliging"
repaircafe_151,"Repair Café",NLD,Printer/scanner,HP,Unknown,????,Repairable,0016,2017-02-04,advies
repaircafe_153,"Repair Café",NLD,"PC Accessory",Seagate,"I mini ST980821OA",????,Fixed,0016,2017-02-04,
repaircafe_154,"Repair Café",NLD,"Hi-Fi separates",Klipsch,1001092,2013,Unknown,0016,2017-02-04,"geen geluid"
repaircafe_155,"Repair Café",NLD,Laptop,Asus,"EEE Transformer",2013,Fixed,0016,2017-02-04,"aan/uit knopje ~ behuizing rond schakelaar verbogen"
repaircafe_156,"Repair Café",NLD,Misc,Base,Unknown,????,Fixed,0016,2017-02-04,"solderen draadje"
repaircafe_157,"Repair Café",NLD,Headphones,Unknown,Unknown,????,Unknown,0016,2017-02-04,"reparatie van vorige maand ~ plug?"
repaircafe_158,"Repair Café",NLD,"Power tool",Bosch,3006,2012,Repairable,0016,2017-02-04,"laadt niet goed op ~ was waarschijnlijk niet defect"
repaircafe_160,"Repair Café",NLD,"Small kitchen item",Unknown,"Nespresso apparaat",????,Fixed,0016,2017-02-04,"knippert en cupjes vervormen"
repaircafe_161,"Repair Café",NLD,"Small home electrical",Bestron,Unknown,????,Fixed,0016,2017-02-04,"gevallen, rammelt"
repaircafe_162,"Repair Café",NLD,"Desktop computer",WD,"2TB Elements",2015,Repairable,0016,2017-02-04,"kan harde schijf niet meer openen"
repaircafe_163,"Repair Café",NLD,Headphones,Unknown,Koptelefoons,????,Unknown,0016,2017-02-04,
repaircafe_164,"Repair Café",NLD,Misc,Zach,"elektrisch peper- en zoutstel",2015,Fixed,0016,2017-02-04,defect
repaircafe_165,"Repair Café",NLD,"Small kitchen item",Melitta,"Aromaboy MA25",????,Repairable,0016,2017-02-04,"lichtje is lam ~ schakelaar kapot"
repaircafe_166,"Repair Café",NLD,Lamp,Unknown,Unknown,????,Repairable,0016,2017-02-04,voeding
repaircafe_167,"Repair Café",NLD,Printer/scanner,Unknown,Unknown,????,Unknown,0016,2017-02-04,"iets met de kabel"
repaircafe_168,"Repair Café",NLD,"Small kitchen item","Holland Electro",MW/8526HDCSS,2006,Fixed,0016,2017-02-04,"doet het niet ~ 3 relais zaten vast"
repaircafe_169,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,2014,Unknown,0016,2017-02-04,
repaircafe_170,"Repair Café",NLD,Lamp,Unknown,Halogeenlamp,????,Fixed,0016,2017-02-04,"doet het niet"
repaircafe_172,"Repair Café",NLD,"Small kitchen item",Unknown,"Nespresso apparaat",????,Repairable,0016,2017-02-04,lekt
repaircafe_173,"Repair Café",NLD,"DLSR / Video Camera","Grundig ","VHS recorder GV240VPT",1995,Unknown,0016,2017-02-04,geblokkeerd
repaircafe_174,"Repair Café",NLD,"Hi-Fi separates",Unknown,Unknown,????,Repairable,0016,2017-02-04,"geen geluid"
repaircafe_175,"Repair Café",NLD,"TV and gaming-related accessories",Nintendo,Unknown,????,Fixed,0016,2017-02-04,"Wii doet het niet"
repaircafe_177,"Repair Café",NLD,"Small kitchen item",Tefal,573102,2012,Fixed,0016,2017-02-04,"bakblik vliegt er onverwachts uit ~ vaantje zat vast, motor duwde bak eruit"
repaircafe_178,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Fixed,0016,2017-02-04,"doet het niet"
repaircafe_179,"Repair Café",NLD,Misc,Principal,Unknown,????,Fixed,0016,2017-02-04,
repaircafe_180,"Repair Café",NLD,"Portable radio",SilverCrest,Unknown,????,Fixed,0016,2017-02-04,defect
repaircafe_182,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0016,2017-02-04,"doet het af en toe niet"
repaircafe_183,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Fixed,0016,2017-02-04,snoer
repaircafe_184,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Fixed,0016,2017-02-04,"condensator stuk"
repaircafe_185,"Repair Café",NLD,Lamp,Unknown,Unknown,2014,Repairable,0016,2017-02-04,schakelaar
repaircafe_186,"Repair Café",NLD,"Small home electrical",Rollei,"FM35A P300",1981,Fixed,0016,2017-02-04,
repaircafe_187,"Repair Café",NLD,"Power tool",Bosch,"PBS 60",1988,Repairable,0016,2017-02-04,"draait niet meer"
repaircafe_188,"Repair Café",NLD,"Small kitchen item",Unknown,"Nespresso  apparaat",????,Fixed,0016,2017-02-04,lekkage
repaircafe_189,"Repair Café",NLD,Misc,BenQ,Unknown,????,Unknown,0016,2017-02-04,"‚Äúpower source‚Äù"
repaircafe_190,"Repair Café",NLD,Lamp,Unknown,Unknown,2002,Fixed,0016,2017-02-04,"defect ~ verbroken contact"
repaircafe_191,"Repair Café",NLD,"Portable radio",Panasonic,Unknown,1990,Fixed,0024,2017-02-04,
repaircafe_192,"Repair Café",NLD,"Power tool",Parkside,Unknown,2012,Unknown,0024,2017-02-04,"werkt niet"
repaircafe_193,"Repair Café",NLD,"Small home electrical",Unknown,Unknown,????,Unknown,0024,2017-02-04,kortsluiting
repaircafe_194,"Repair Café",NLD,"Small kitchen item",Magimix,Unknown,2012,Unknown,0024,2017-02-04,
repaircafe_196,"Repair Café",NLD,"Hi-Fi separates",Proline,Unknown,2000,Unknown,0024,2017-02-04,
repaircafe_197,"Repair Café",NLD,"Small kitchen item",Hema,Unknown,2000,Repairable,0024,2017-02-04,"lade komt niet omhoog"
repaircafe_198,"Repair Café",NLD,"Small kitchen item",V&D,Unknown,2013,Unknown,0024,2017-02-04,"werkt niet"
repaircafe_199,"Repair Café",NLD,Tablet,"China electronics",Unknown,????,Unknown,0024,2017-02-04,"toetsenbord defect ~ kabelbreuk"
repaircafe_200,"Repair Café",NLD,"Hair & Beauty item",WIGO,Unknown,1979,Repairable,0024,2017-02-04,"werkt niet"
repaircafe_201,"Repair Café",NLD,"Portable radio",Panasonic,Unknown,2010,Unknown,0024,2017-02-04,"knop werkt niet"
repaircafe_202,"Repair Café",NLD,"DLSR / Video Camera",Furnia,Unknown,2000,Fixed,0024,2017-02-04,
repaircafe_203,"Repair Café",NLD,"Hi-Fi separates",LG,Unknown,2008,Unknown,0024,2017-02-04,"leest geen DVD "
repaircafe_204,"Repair Café",NLD,Misc,Casio,Unknown,1995,Unknown,0024,2017-02-04,"papier loopt niet door"
repaircafe_205,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,2014,Unknown,0024,2017-02-04,"display werkt niet goed"
repaircafe_206,"Repair Café",NLD,"Hair & Beauty item",Unknown,Unknown,1987,Fixed,0024,2017-02-04,
repaircafe_207,"Repair Café",NLD,Watch/clock,Kienzle,Unknown,????,Fixed,0024,2017-02-04,"minutenwijzer kapot"
repaircafe_209,"Repair Café",NLD,"Sewing machine",Pfaff,Unknown,1973,Fixed,0024,2017-02-04,"voetpedaal werkt niet"
repaircafe_210,"Repair Café",NLD,"Hi-Fi integrated",Sony,Unknown,2000,Unknown,0024,2017-02-04,
repaircafe_211,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,????,Repairable,0024,2017-02-04,
repaircafe_212,"Repair Café",NLD,"Hi-Fi separates",Philips,Unknown,2010,Fixed,0024,2017-02-04,"gaat niet open"
repaircafe_214,"Repair Café",NLD,"Sewing machine",V&D,Unknown,????,Unknown,0024,2017-02-04,
repaircafe_216,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Unknown,0024,2017-02-04,
repaircafe_217,"Repair Café",NLD,"Decorative or safety lights",Unknown,Unknown,????,Fixed,0024,2017-02-04,
repaircafe_218,"Repair Café",NLD,"Small kitchen item",Unknown,Unknown,????,Repairable,0024,2017-02-04,
repaircafe_220,"Repair Café",NLD,"Power tool",Dremel,Unknown,2006,Unknown,0058,2017-02-04,"Motor defect. ~ Doet het niet"
repaircafe_221,"Repair Café",NLD,"Small kitchen item",Philips,Unknown,2000,Unknown,0058,2017-02-04,"Defect niet gevonden ~ Doet het niet"
repaircafe_222,"Repair Café",NLD,Lamp,Massive,Unknown,2000,Unknown,0058,2017-02-04,"Adapter en schakelaar kapot. ~ Doet het niet"
repaircafe_223,"Repair Café",NLD,Misc,Unknown,Unknown,2000,Fixed,0058,2017-02-04,"Veiligheidsschakelaar opnieuw afgesteld. Schoongemaakt. ~ Doet het niet"
repaircafe_224,"Repair Café",GBR,"Large home electrical",Unknown,Unknown,????,Unknown,0217,2017-02-04,"belt replacement"
repaircafe_225,"Repair Café",GBR,"Hi-Fi separates",Unknown,Unknown,????,Unknown,0217,2017-02-04,"Not working - water damage"
repaircafe_226,"Repair Café",GBR,Watch/clock,Unknown,Unknown,????,Fixed,0217,2017-02-04,
repaircafe_228,"Repair Café",GBR,"Small kitchen item",Unknown,Unknown,????,Fixed,0217,2017-02-04,
repaircafe_229,"Repair Café",GBR,"Sewing machine",Unknown,Unknown,????,Unknown,0217,2017-02-04,"Not working"
repaircafe_230,"Repair Café",GBR,"Small home electrical",Unknown,Unknown,????,Unknown,0217,2017-02-04,"Not charging"
repaircafe_231,"Repair Café",GBR,Misc,Unknown,Unknown,????,Fixed,0217,2017-02-04,"Display faint"
repaircafe_235,"Repair Café",NLD,Vacuum,Dyson,Unknown,1999,Unknown,0026,2017-02-09,"Doet niets ~ Motor kapot"
repaircafe_236,"Repair Café",NLD,"Portable radio",Sony,CFD-503CPL,2000,Unknown,0026,2017-02-09,"Doet het niet ~ Onbekend"
repaircafe_237,"Repair Café",NLD,"Sewing machine",Husqvarna,"Viking 300 electronisch",1985,Fixed,0026,2017-02-09,"Draad blijft onderin hangen, er is geen handleiding ~ Functies knoppen onduidelijk"
repaircafe_238,"Repair Café",NLD,Vacuum,Hitachi,Unknown,2010,Fixed,0026,2017-02-09,"Los contact? ~ Contact gesoldeerd"
repaircafe_239,"Repair Café",NLD,"Hair & Beauty item",Parlux,2,2010,Fixed,0026,2017-02-09,"Stekker kapot ~ STekker"
repaircafe_240,"Repair Café",NLD,"Small kitchen item",DeLonghi,ECAM,2016,Fixed,0026,2017-02-09,"Spoelt niet door ~ Onbekend"
repaircafe_241,"Repair Café",NLD,"Sewing machine",Toyota,4031/4041,2010,Unknown,0026,2017-02-09,"Onbekend ~ Voet afgebroken, niet te repareren."
repaircafe_242,"Repair Café",NLD,Toaster,Tefal,1351.25,2015,Repairable,0026,2017-02-09,"Gaat niet meer aan ~ Schakelaar?"
repaircafe_243,"Repair Café",NLD,"Small kitchen item",Panasonic,Unknown,2009,Fixed,0026,2017-02-09,"Gaat niet aan ~ Sluiting deurtje werkt niet goed"
repaircafe_244,"Repair Café",NLD,"Hi-Fi separates",Onkyo,Unknown,2015,Unknown,0026,2017-02-09,"Kortsluiting bij aansluiting box? ~ Onbekend"
repaircafe_245,"Repair Café",NLD,"Portable radio",Elta,Unknown,2000,Unknown,0026,2017-02-09,"Geen stroom ~ Voedingsprint werkt niet"
