id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
restart_1,"The Restart Project",GBR,Laptop,Toshiba,Unknown,????,Repairable,"Restart HQ",2013-06-19,"Laptop - Won't boot -"
restart_2,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Fixed,"Restart HQ",2013-06-19,"Radio - Buzzing, cutting out -"
restart_3,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Fixed,"Restart HQ",2013-06-19,"CD player - No sound -"
restart_4,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,"End of life","Restart HQ",2013-06-19,"DVD player - No sound -"
restart_5,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,Fixed,"Restart HQ",2013-06-19,"Mp3 player - No power -"
restart_6,"The Restart Project",GBR,Mobile,Apple,Unknown,????,Repairable,"Restart HQ",2013-06-19,"Mobile - Mic problem - Tried cardboard hack and failed"
restart_7,"The Restart Project",GBR,Laptop,Acer,Unknown,????,"End of life","Restart HQ",2013-06-19,"Laptop - No power -"
restart_8,"The Restart Project",GBR,"Flat screen",Apple,Unknown,????,"End of life","Restart HQ",2013-06-19,"Monitor - No picture - Likely the backlight"
restart_9,"The Restart Project",GBR,Lamp,Unknown,Unknown,????,"End of life","Restart HQ",2013-06-19,"Lamp - No light - No time"
restart_10,"The Restart Project",GBR,"PC Accessory",Apple,Unknown,????,"End of life","Restart HQ",2013-07-06,"Keyboard - Faulty keys - Much photographed"
restart_11,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-07-06,"Mouse charger - Ã¢€Å“BlewÃ¢€ï† -"
restart_12,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-06,"Portable DVD player - Drive broken -"
restart_13,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,Fixed,"Restart HQ",2013-07-06,"Mobile - Configuration problem -"
restart_14,"The Restart Project",GBR,Vacuum,Unknown,Unknown,????,"End of life","Restart HQ",2013-07-06,"Hoover - Overheats -"
restart_15,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-06,"Freeview box - Gets no power -"
restart_16,"The Restart Project",GBR,"Digital Compact Camera",Sony,Unknown,????,"End of life","Restart HQ",2013-07-06,"Camera - Screen issue -"
restart_17,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-06,"Laptop - Won't boot -"
restart_18,"The Restart Project",GBR,"Hi-Fi separates",Yamaha,Unknown,????,Fixed,"Restart HQ",2013-07-06,"Musical keyboard - Gets no power -"
restart_19,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-07-06,"Mobile - -"
restart_20,"The Restart Project",GBR,"Portable radio",Sony,Unknown,????,Unknown,"Restart HQ",2013-07-06,"Radio - -"
restart_21,"The Restart Project",GBR,"Desktop computer",Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-06,"Desktop computer - -"
restart_22,"The Restart Project",GBR,Laptop,Sony,Unknown,????,"End of life","Restart HQ",2013-07-06,"Laptop - Screen issue -"
restart_23,"The Restart Project",GBR,"Flat screen",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Monitor - No image - Faulty capacitor identified"
restart_24,"The Restart Project",GBR,Laptop,HP,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Water damage - Removed HD Ã¢€' terminal"
restart_25,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"DVD recorder - Open/close mechanism -"
restart_26,"The Restart Project",GBR,"Hi-Fi integrated",Sony,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Home stereo - No sound output -"
restart_27,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-31,"Home stereo - Buttons broken -"
restart_28,"The Restart Project",GBR,Mobile,Motorola,Unknown,????,"End of life","Restart HQ",2013-07-31,"Mobile - No sound output -"
restart_29,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Camera - Lens stuck -"
restart_30,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Power cutting off - Needs new battery"
restart_31,"The Restart Project",GBR,"Digital Compact Camera",Sony,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Camera - Photos too dark - Owner following up with manufacturer"
restart_32,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Audio component - No power - Needs a new capacitor"
restart_33,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Laptop - Won't boot - Needs system reinstall; back up"
restart_34,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Laptop - Screen issue -"
restart_35,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Laptop - Won't boot - Needed an external monitor to test"
restart_36,"The Restart Project",GBR,Laptop,Apple,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Won't boot - Appears to be a motherboard issue"
restart_37,"The Restart Project",GBR,Laptop,Samsung,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Gets no power - Appears to be a motherboard issue"
restart_38,"The Restart Project",GBR,Headphones,Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-31,"Headphones - No sound output -"
restart_39,"The Restart Project",GBR,"PC Accessory",Apple,Unknown,????,Fixed,"Restart HQ",2013-07-31,"Computer power adapter - Coming apart -"
restart_40,"The Restart Project",GBR,Laptop,Sony,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Laptop - No sound output -"
restart_41,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-31,"Laptop - Running slow -"
restart_42,"The Restart Project",GBR,"Flat screen",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Monitor - Gets no power - Needs breaking open"
restart_43,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"DVD recorder - Doesn't record -"
restart_44,"The Restart Project",GBR,Mobile,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Mobile - Won't boot -"
restart_45,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Audio component - No sound output -"
restart_46,"The Restart Project",GBR,"TV and gaming-related accessories",Sony,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Game console - Power cutting off -"
restart_47,"The Restart Project",GBR,Mobile,Apple,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Mobile - No sound output -"
restart_48,"The Restart Project",GBR,Toaster,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Toaster - Gets no power - Needs a new element"
restart_49,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Mobile - Gets no power -"
restart_50,"The Restart Project",GBR,Laptop,Apple,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Intermittent fault - Couldn't replicate the fault"
restart_51,"The Restart Project",GBR,"Desktop computer",HP,Unknown,????,"End of life","Restart HQ",2013-07-31,"Desktop computer - Power cutting off - Motherboard Ã¢€' terminal"
restart_52,"The Restart Project",GBR,Lamp,Unknown,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Lamp - Gets no power - Needs a new switch"
restart_53,"The Restart Project",GBR,Kettle,Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Kettle - Gets no power -"
restart_54,"The Restart Project",GBR,Misc,Unknown,Unknown,????,Fixed,"Restart HQ",2013-07-31,"Lined phone - No sound output -"
restart_55,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Camera - Lens stuck -"
restart_56,"The Restart Project",GBR,Mobile,Sony,Unknown,????,Repairable,"Restart HQ",2013-07-31,"Mobile - Vibrating -"
restart_57,"The Restart Project",GBR,Kettle,Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Kettle - Gets no power -"
restart_58,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,"End of life","Restart HQ",2013-07-31,"Laptop - Won't boot -"
restart_59,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Mobile - Won't boot -"
restart_60,"The Restart Project",GBR,"Digital Compact Camera",Canon,Unknown,????,"End of life","Restart HQ",2013-08-10,"Camera - No data output -"
restart_61,"The Restart Project",GBR,Mobile,Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Headphones - Coming apart - Sugru"
restart_62,"The Restart Project",GBR,Mobile,ZDE,Unknown,????,Repairable,"Restart HQ",2013-08-10,"Mobile - Screen issue - Sourced screen and guide"
restart_63,"The Restart Project",GBR,Misc,Philips,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Transcription machine - Gets no power - Battery corrosion"
restart_64,"The Restart Project",GBR,"PC Accessory",Seagate,Unknown,????,"End of life","Restart HQ",2013-08-10,"HD - Faulty casing - Needs new casing"
restart_65,"The Restart Project",GBR,Laptop,Acer,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Netbook - Loose power in -"
restart_66,"The Restart Project",GBR,"Small kitchen item",Unknown,Unknown,????,"End of life","Restart HQ",2013-08-10,"Mini oven - No power - Needs new element"
restart_67,"The Restart Project",GBR,"Small kitchen item",Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Clock - No power - Battery corrosion"
restart_68,"The Restart Project",GBR,"PC Accessory",Apple,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Computer power adapter - Coming apart - Sugru"
restart_69,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,Repairable,"Restart HQ",2013-08-10,"Camera - Lens stuck -"
restart_70,"The Restart Project",GBR,Mobile,Sony,Unknown,????,Fixed,"Restart HQ",2013-08-10,"Mobile - Screen issue -"
restart_71,"The Restart Project",GBR,Laptop,HP,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - Unstable -"
restart_72,"The Restart Project",GBR,Laptop,Dell,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - Won't boot -"
restart_73,"The Restart Project",GBR,Laptop,Dell,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Laptop - Liquid damage - Needs new keyboard"
restart_74,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Audio component - Open/close mechanism - Mechanical problem not fixed"
restart_75,"The Restart Project",GBR,Laptop,Acer,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Netbook - Loose power in -"
restart_76,"The Restart Project",GBR,"Hi-Fi separates",Sony,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Audio component - Mechanical problem - Part needed"
restart_77,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Audio component - No sound output in one channel -"
restart_78,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Mp3 player - Switch problem -"
restart_79,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Netbook - Won't boot - Needs keyboard"
restart_80,"The Restart Project",GBR,Laptop,Dell,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - Overheats -"
restart_81,"The Restart Project",GBR,Mobile,Apple,Unknown,????,"End of life","Restart HQ",2013-08-18,"Mobile - Switch problem -"
restart_82,"The Restart Project",GBR,"Hi-Fi separates",Fisher-Price,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Audio component - ""Fried"" after wrong voltage -"
restart_83,"The Restart Project",GBR,"Portable radio",Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Handheld radio - Damaged casing -"
restart_84,"The Restart Project",GBR,Toy,Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Remote controlled heli - After a crash, no lift -"
restart_85,"The Restart Project",GBR,"Hair & Beauty item",Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Toothbrush - After a drop - You have to break it to open it"
restart_86,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Audio component - Blown capacitor -"
restart_87,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Laptop charger - No power -"
restart_88,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop charger - No power -"
restart_89,"The Restart Project",GBR,Laptop,Samsung,Chromebook,????,"End of life","Restart HQ",2013-08-18,"Laptop - Loose power in -"
restart_90,"The Restart Project",GBR,"Flat screen",Samsung,Unknown,????,"End of life","Restart HQ",2013-08-18,"TV - Image problem -"
restart_91,"The Restart Project",GBR,Aircon/Dehumidifier,Unknown,Unknown,????,"End of life","Restart HQ",2013-08-18,"Humidifier - No power -"
restart_92,"The Restart Project",GBR,Laptop,Toshiba,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Laptop - Won't boot - Think its the graphics card"
restart_93,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-08-18,"Mobile - Bricked -"
restart_94,"The Restart Project",GBR,Printer/scanner,Canon,Unknown,????,Repairable,"Restart HQ",2013-08-18,"Printer - Black cartridge not working - Deep clean needed"
restart_95,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Netbook - Boots but doesn't accept pw -"
restart_96,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Fixed,"Restart HQ",2013-08-18,"Home stereo - Sound problem -"
restart_97,"The Restart Project",GBR,Headphones,Sennheiser,Unknown,????,"End of life","Restart HQ",2013-08-18,"Headphones - No sound output in one channel -"
restart_98,"The Restart Project",GBR,Laptop,ASUS,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - Problem with adapter -"
restart_99,"The Restart Project",GBR,Laptop,Toshiba,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - won't boot -"
restart_100,"The Restart Project",GBR,Laptop,Dell,Unknown,????,"End of life","Restart HQ",2013-08-18,"Laptop - Running slow -"
restart_101,"The Restart Project",GBR,"Portable radio",Roberts,Unknown,????,"End of life","Restart HQ",2013-08-18,"Radio - No signal -"
restart_102,"The Restart Project",GBR,Laptop,"Packard Bell",Unknown,????,Fixed,"Restart HQ",2013-09-14,"Laptop - Running slow -"
restart_103,"The Restart Project",GBR,Laptop,Apple,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Laptop - Broken screen - Needs replacement screen"
restart_104,"The Restart Project",GBR,Tablet,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Tablet - Battery issue -"
restart_105,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Home stereo - Sound problem -"
restart_106,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Laptop - No power -"
restart_107,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Laptop - No power -"
restart_108,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Laptop - Boots slowly -"
restart_109,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Laptop - Won't boot - Needs windows boot disc"
restart_110,"The Restart Project",GBR,"Decorative or safety lights",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-14,"Bike lights - Battery issue - Soldered together"
restart_111,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Camera - Mechanical problem -"
restart_112,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Laptop - Won't boot - Think its the graphic card"
restart_113,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-14,"Audio component - No sound output in one channel -"
restart_114,"The Restart Project",GBR,Headphones,Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Headphones - Sound problem - Laptop - medium"
restart_115,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Home stereo - Mechanical problem -"
restart_116,"The Restart Project",GBR,"Portable radio",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"Radio - Sound problem - Midas touch"
restart_117,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-14,"Audio component - Mechanical problem -"
restart_118,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-14,"External HD - No data output -"
restart_119,"The Restart Project",GBR,Laptop,Apple,Unknown,????,"End of life","Restart HQ",2013-09-14,"Laptop - No power -"
restart_120,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-14,"CD player - Mechanical problem - Midas touch"
restart_121,"The Restart Project",GBR,"Decorative or safety lights",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-14,"Watch - Battery issue -"
restart_122,"The Restart Project",GBR,Mobile,Apple,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Mobile - No power -"
restart_123,"The Restart Project",GBR,"Small kitchen item",Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-14,"Ricecooker - Second time - more time"
restart_124,"The Restart Project",GBR,Printer/scanner,Canon,Unknown,????,"End of life","Restart HQ",2013-09-14,"Printer - Error message -"
restart_125,"The Restart Project",GBR,Printer/scanner,HP,Unknown,????,"End of life","Restart HQ",2013-09-14,"Printer - Mechical problem -"
restart_126,"The Restart Project",GBR,"Hair & Beauty item",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-26,"Defuser aromtherapy - No power -"
restart_127,"The Restart Project",GBR,"Digital Compact Camera",Kodak,Unknown,????,"End of life","Restart HQ",2013-09-26,"Camera - No power -"
restart_128,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-26,"DVD player - No sound - Probably a capacitor but not sure"
restart_129,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-26,"Camera - Botched repair -"
restart_130,"The Restart Project",GBR,Printer/scanner,HP,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Printer - Error message -"
restart_131,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-26,"CD player - Mechnical problem - Needs replacement switch"
restart_132,"The Restart Project",GBR,"Power tool",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Power drill - No power -"
restart_133,"The Restart Project",GBR,"Handheld entertainment device",Unknown,Unknown,????,"End of life","Restart HQ",2013-09-26,"Handheld radio - Running slow -"
restart_134,"The Restart Project",GBR,Kettle,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Kettle - Not heating -"
restart_135,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Laptop - Keyboard -"
restart_136,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,"End of life","Restart HQ",2013-09-26,"Mp3 player - Switch problem -"
restart_137,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Repairable,"Restart HQ",2013-09-26,"Home stereo - No power - Maybe the fuse"
restart_138,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-09-26,"Mobile - Battery issue -"
restart_139,"The Restart Project",GBR,Toy,Unknown,Unknown,????,"End of life","Restart HQ",2013-09-26,"Toy - No power -"
restart_140,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Mp3 player - Switch problem -"
restart_141,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-09-26,"Mobile - No power -"
restart_142,"The Restart Project",GBR,"Small kitchen item",Unknown,Unknown,????,Fixed,"Restart HQ",2013-09-26,"Clock - No power -"
restart_143,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Camera - Mechanical problem -"
restart_144,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Internet issue - Virus problem"
restart_145,"The Restart Project",GBR,Laptop,Apple,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Laptop - Strange screen/mouse -"
restart_146,"The Restart Project",GBR,"Musical instrument",Yamaha,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Drum machine - No power -"
restart_147,"The Restart Project",GBR,"TV and gaming-related accessories",Unknown,Unknown,????,Fixed,"Restart HQ",2013-10-19,"VCR - No power - Was just the fuse"
restart_148,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_149,"The Restart Project",GBR,"Digital Compact Camera",Unknown,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Camera - No power - Needs new part"
restart_150,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"Solar charger - Battery issue - Needed to break it to get inside"
restart_151,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"External HD - No data output - Identified the problem"
restart_152,"The Restart Project",GBR,Headphones,Unknown,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Headphones - Faulty jack -"
restart_153,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Camera charger - Never worked - Mismatch with the camera"
restart_154,"The Restart Project",GBR,Printer/scanner,Canon,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Printer - Adjustment needed - Needs professional adjustment"
restart_155,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-10-19,"Mobile - Bricked -"
restart_156,"The Restart Project",GBR,Laptop,Apple,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Laptop - Battery issue -"
restart_157,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Laptop - Running slow, battery issues - Running faster"
restart_158,"The Restart Project",GBR,Laptop,Dell,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Laptop - Won't boot - Installed Linux"
restart_159,"The Restart Project",GBR,Mobile,Apple,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Mobile - Screen issue - Not enough time"
restart_160,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Screen issue -"
restart_161,"The Restart Project",GBR,Mobile,Apple,Unknown,????,"End of life","Restart HQ",2013-10-19,"Mobile - No SIM card recognition -"
restart_162,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"CD player - Doesn't play - Not enough time"
restart_163,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,"End of life","Restart HQ",2013-10-19,"Mobile - Won't boot - Not enough time"
restart_164,"The Restart Project",GBR,Laptop,Dell,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Laptop - Running slow - Gave a utility"
restart_165,"The Restart Project",GBR,"PC Accessory",Unknown,Unknown,????,"End of life","Restart HQ",2013-10-19,"External DVD - Dropped, not reading -"
restart_166,"The Restart Project",GBR,Lamp,Unknown,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Lamp - Shorting -"
restart_167,"The Restart Project",GBR,Laptop,Dell,Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Overheats -"
restart_168,"The Restart Project",GBR,Laptop,"Packard Bell",Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Power in problem -"
restart_169,"The Restart Project",GBR,Laptop,HP,Unknown,????,Repairable,"Restart HQ",2013-10-19,"Laptop - DVD player broken -"
restart_170,"The Restart Project",GBR,Laptop,Acer,Unknown,????,"End of life","Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_171,"The Restart Project",GBR,Laptop,Toshiba,Unknown,????,Fixed,"Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_172,"The Restart Project",GBR,"Hi-Fi integrated",Samsung,Unknown,????,Fixed,"Restart HQ",2013-11-10,"TV - No picture - Midas touch"
restart_173,"The Restart Project",GBR,"Hi-Fi integrated",Sharp,Unknown,????,Fixed,"Restart HQ",2013-11-10,"Home stereo - CD doesn't read -"
restart_174,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,"End of life","Restart HQ",2013-11-10,"Mp3 player - Screen issue -"
restart_175,"The Restart Project",GBR,Mobile,HTC,Unknown,????,Fixed,"Restart HQ",2013-11-10,"Mobile - Firmware issue - Improved"
restart_176,"The Restart Project",GBR,Laptop,Samsung,Unknown,????,Fixed,"Restart HQ",2013-11-10,"Netbook - Power in problem - Soldered or sugrued"
restart_177,"The Restart Project",GBR,Mobile,Samsung,Unknown,????,Fixed,"Restart HQ",2013-11-10,"Mobile - Firmware issue -"
restart_178,"The Restart Project",GBR,"Desktop computer",Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-10,"PC Tower - Power issue; not booting -"
restart_179,"The Restart Project",GBR,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Restart HQ",2013-11-10,"Home stereo - No power -"
restart_180,"The Restart Project",GBR,"Hi-Fi separates",JBL,Unknown,????,Fixed,"Restart HQ",2013-11-10,"External speakers - No sound -"
restart_181,"The Restart Project",GBR,"Handheld entertainment device",Unknown,Unknown,????,"End of life","Restart HQ",2013-11-10,"GPS device - Won't boot -"
restart_182,"The Restart Project",GBR,Headphones,Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-10,"Headphones - No sound in one channel -"
restart_183,"The Restart Project",GBR,Laptop,HP,Unknown,????,"End of life","Restart HQ",2013-11-10,"Laptop - No power -"
restart_184,"The Restart Project",GBR,Printer/scanner,HP,Unknown,????,Repairable,"Restart HQ",2013-11-10,"Printer - Paper jam error - No time"
restart_185,"The Restart Project",GBR,Laptop,Apple,Unknown,????,Repairable,"Restart HQ",2013-11-10,"Laptop - Mousepad issue - No time"
restart_186,"The Restart Project",GBR,"Flat screen",Samsung,Unknown,????,Fixed,"Restart HQ",2013-11-12,"TV - Intermittent fault - Need to followup"
restart_187,"The Restart Project",GBR,"Hi-Fi integrated",Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-12,"Home stereo - CD doesn't read - Found a work-around"
restart_188,"The Restart Project",GBR,Laptop,Apple,Unknown,????,Fixed,"Restart HQ",2013-11-12,"Laptop - Keyboard - Got 3 keys bacl"
restart_189,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-12,"Laptop - Running slow - Sped up but new RAM advised"
restart_190,"The Restart Project",GBR,Laptop,Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-12,"Laptop - Won't boot - More stable"
restart_191,"The Restart Project",GBR,"Handheld entertainment device",Apple,Unknown,????,Repairable,"Restart HQ",2013-11-12,"Mp3 player - No sound in one channel -"
restart_192,"The Restart Project",GBR,"Portable radio",Unknown,Unknown,????,Fixed,"Restart HQ",2013-11-12,"Radio - LCD screen -"
