id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_1,"Repair Café International",NLD,"Other ~ Christmas lights","Decorative or safety lights",Unknown,????,"End of life",,0074,1999-12-13,
rcint_2,"Repair Café International",NLD,"Household appliances electric ~ Television","TV and gaming-related accessories",Unknown,????,"End of life",,0074,1999-12-13,
rcint_3,"Repair Café International",NLD,"Household appliances electric ~ Electric window wiper","Small home electrical",Unknown,????,"End of life",,0074,1999-12-13,
rcint_5,"Repair Café International",NLD,"Other ~ Remote control","TV and gaming-related accessories",Unknown,????,Fixed,,0074,1999-12-13,
rcint_7,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Repairable,,0074,1999-12-13,
rcint_9,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Dyson,????,"End of life",,0074,1999-12-13,
rcint_10,"Repair Café International",NLD,"Display and sound equipment ~ Remote control","TV and gaming-related accessories",Unknown,????,Repairable,,0074,1999-12-13,
rcint_11,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0074,1999-12-13,
rcint_12,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Unknown,????,Fixed,,0074,1999-12-13,
rcint_13,"Repair Café International",NLD,"Display and sound equipment ~ Remote control","TV and gaming-related accessories",Unknown,????,"End of life",,0074,1999-12-13,
rcint_14,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Unknown,????,"End of life",,0074,1999-12-13,
rcint_15,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Repairable,,0074,1999-12-13,
rcint_16,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Fixed,,0074,1999-12-13,
rcint_17,"Repair Café International",NLD,"Tools electric ~ Chainsaw","Power tool",Unknown,????,Fixed,,0074,1999-12-13,
rcint_18,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Unknown,????,"End of life",,0074,1999-12-13,
rcint_22,"Repair Café International",FRA,"Computers/phones ~ Hard disk","PC accessory",Unknown,????,"End of life",,0122,2016-01-16,"En d?©faut"
rcint_23,"Repair Café International",FRA,"Computers/phones ~ Computer","Desktop computer",Unknown,????,Fixed,,0122,2016-01-16,"d?©faut de charge"
rcint_24,"Repair Café International",FRA,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Unknown,????,Repairable,,0122,2016-01-16,"Pas de vid?©o uniquement le son"
rcint_25,"Repair Café International",FRA,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Unknown,????,"End of life",,0122,2016-01-16,"Probl?®me son"
rcint_26,"Repair Café International",FRA,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Philips,????,"End of life",,0122,2016-01-16,"Ne fonctionne plus"
rcint_27,"Repair Café International",FRA,"Household appliances electric ~ Blender","Food processor",Unknown,????,Fixed,,0122,2016-01-16,"L'h?©lice s'est d?©tach?©e du bras"
rcint_28,"Repair Café International",FRA,"Household appliances electric ~ Soup maker","Small kitchen item",Unknown,????,Fixed,,0122,2016-01-16,"L'h?©lice ne tourne plus"
rcint_29,"Repair Café International",FRA,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0122,2016-01-16,"Ne fonctionne pas"
rcint_30,"Repair Café International",FRA,"Other ~ Thermostat",Misc,Unknown,????,Repairable,,0122,2016-02-20,"Ne stop pas la temp?©rature du radiateur"
rcint_31,"Repair Café International",FRA,"Other ~ Pressure cooker","Small kitchen item",Seb,????,Fixed,,0122,2016-04-16,Fuite
rcint_32,"Repair Café International",FRA,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Repairable,,0122,2016-04-16,"L'eau ne s'?©coule pas correctement dans le caf?©"
rcint_33,"Repair Café International",FRA,"Household appliances electric ~ Microwave oven","Small kitchen item",Panasonic,????,Fixed,,0122,2016-05-21,"La porte ne ferme plus"
rcint_34,"Repair Café International",FRA,"Computers/phones ~ Computer","Desktop computer",Unknown,????,Repairable,,0122,2016-05-21,"Pack office ne marche pas bien"
rcint_35,"Repair Café International",FRA,"Display and sound equipment ~ Television","TV and gaming-related accessories",Samsung,????,Repairable,,0122,2016-05-21,"Plus d'image"
rcint_36,"Repair Café International",FRA,"Computers/phones ~ Computer","Desktop computer",MSI,????,Repairable,,0122,2016-05-21,"l'?©cran de l'ordinateur portable reste noir"
rcint_37,"Repair Café International",FRA,"Computers/phones ~ Printer",Printer/scanner,Unknown,????,Fixed,,0122,2016-05-21,"Les feuilles ne sont plus entrain?©es"
rcint_39,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Nespresso,????,"End of life",,0074,2016-07-12,
rcint_40,"Repair Café International",FRA,"Computers/phones ~ Computer","Desktop computer",Unknown,????,Repairable,,0122,2016-10-22,"Pas de connexion avec internet"
rcint_41,"Repair Café International",FRA,"Household appliances electric ~ Oven","Large home electrical",Unknown,????,Repairable,,0122,2016-10-22,"Ne s'allume plus"
rcint_42,"Repair Café International",FRA,"Household appliances electric ~ Juice extractor","Small kitchen item",Unknown,????,Repairable,,0122,2016-10-22,"D?©faut de condensateur"
rcint_43,"Repair Café International",FRA,"Computers/phones ~ Computer","Desktop computer",Unknown,????,Repairable,,0122,2016-10-22,"d?©faut de c?¢blage"
rcint_44,"Repair Café International",FRA,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,????,"End of life",,0122,2016-10-22,"Ne reste plus en position"
rcint_45,"Repair Café International",FRA,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,"End of life",,0122,2016-11-19,"Mise en marche impossible"
rcint_46,"Repair Café International",FRA,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,????,"End of life",,0122,2016-11-19,"Ne grille plus les tartines"
rcint_47,"Repair Café International",FRA,"Display and sound equipment ~ Television","TV and gaming-related accessories",Unknown,????,"End of life",,0122,2016-11-19,"Pas d'infos"
rcint_48,"Repair Café International",NLD,"Display and sound equipment ~ Tape recorder","Hi-Fi separates",Philips,????,Fixed,,0010,2017-01-06,"motor of snaren"
rcint_49,"Repair Café International",NLD,"Computers/phones ~ E-reader / E-book reader",Tablet,Sony,????,Repairable,,0010,2017-01-06,accu
rcint_50,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0010,2017-01-06,batterijen
rcint_51,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Fixed,,0010,2017-01-06,"te lang stilgestaan (batterij) oxide in het klokje"
rcint_52,"Repair Café International",NLD,"Clocks / alarm clocks ~ Cooking timer",Watch/clock,Unknown,????,Fixed,,0010,2017-01-06,
rcint_53,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Grundig,????,Repairable,,0010,2017-01-06,"fout in chip"
rcint_54,"Repair Café International",NLD,"Tools electric ~ Charger (battery / power supply)",Battery/charger/adapter,Unknown,????,Fixed,,0010,2017-01-06,"storing op print"
rcint_55,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0010,2017-01-06,
rcint_56,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,"End of life",,0010,2017-01-06,
rcint_57,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Unknown,????,Repairable,,0016,2017-01-07,
rcint_58,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Everglades,2005,Repairable,,0016,2017-01-07,"relais defect"
rcint_60,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",WAD,2006,Repairable,,0016,2017-01-07,
rcint_61,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,1996,Repairable,,0016,2017-01-07,
rcint_62,"Repair Café International",NLD,"Display and sound equipment ~ Remote control","TV and gaming-related accessories",BigBen,2001,Repairable,,0016,2017-01-07,
rcint_63,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0016,2017-01-07,
rcint_64,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Dualit,1990,Fixed,,0016,2017-01-07,
rcint_65,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0016,2017-01-07,
rcint_68,"Repair Café International",NLD,"Display and sound equipment ~ Discman","Handheld entertainment device",Sony,1999,Repairable,,0016,2017-01-07,"4 condensatoren aan hun eind"
rcint_69,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Jura,2015,"End of life",,0016,2017-01-07,
rcint_70,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Fixed,,0016,2017-01-07,
rcint_71,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Fixed,,0016,2017-01-07,
rcint_72,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,AEG,????,"End of life",,0016,2017-01-07,
rcint_73,"Repair Café International",NLD,"Other ~ Doorbell","Small home electrical",Unknown,????,Fixed,,0016,2017-01-07,"batterijklep mist"
rcint_74,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Unknown,????,Fixed,,0016,2017-01-07,
rcint_75,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Bodum,????,Fixed,,0016,2017-01-07,
rcint_76,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,Unknown,????,Repairable,,0016,2017-01-07,
rcint_77,"Repair Café International",NLD,"Computers/phones ~ Telephone (not mobile or smartphone)",Misc,Grundig,????,Repairable,,0016,2017-01-07,
rcint_78,"Repair Café International",NLD,"Bicycles ~ Bicycle lighting",Lamp,Unknown,????,Fixed,,0016,2017-01-07,
rcint_79,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Lenco,????,"End of life",,0016,2017-01-07,
rcint_80,"Repair Café International",NLD,"Computers/phones ~ Tablet",Tablet,Unknown,????,Repairable,,0016,2017-01-07,
rcint_81,"Repair Café International",NLD,"Display and sound equipment ~ Walkman","Handheld entertainment device",Sony,1981,Repairable,,0016,2017-01-07,
rcint_82,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Unknown,????,Fixed,,0016,2017-01-07,
rcint_83,"Repair Café International",NLD,"Other ~ Photo camera","Digital compact camera",Fujifilm,2009,"End of life",,0016,2017-01-07,
rcint_84,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Etna,????,Fixed,,0016,2017-01-07,
rcint_85,"Repair Café International",NLD,"Computers/phones ~ Tablet",Tablet,Acer,2012,Fixed,,0016,2017-01-07,
rcint_86,"Repair Café International",NLD,"Other ~ Shaver","Hair & beauty item",Unknown,????,Repairable,,0016,2017-01-07,
rcint_87,"Repair Café International",NLD,"Other ~ Shaver","Hair & beauty item",Unknown,????,Fixed,,0016,2017-01-07,
rcint_88,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Fixed,,0016,2017-01-07,
rcint_93,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,"Audio Technica",2012,Fixed,,0016,2017-01-07,
rcint_94,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",FrancisFrancis,2012,Repairable,,0016,2017-01-07,
rcint_96,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2010,Fixed,,0016,2017-01-07,
rcint_98,"Repair Café International",NLD,"Household appliances electric ~ Humidifier",Aircon/dehumidifier,Venta,2009,Fixed,,0016,2017-01-07,Schakelaar
rcint_100,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0016,2017-01-07,Gebruik
rcint_102,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Acer,2007,"End of life",,0024,2017-01-07,
rcint_103,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Sony,2011,Repairable,,0024,2017-01-07,
rcint_104,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Moulinex,2014,"End of life",,0024,2017-01-07,
rcint_105,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Janome,????,Fixed,,0024,2017-01-07,
rcint_107,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,"End of life",,0024,2017-01-07,
rcint_108,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,"End of life",,0024,2017-01-07,
rcint_110,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Samsung,2000,"End of life",,0058,2017-01-07,"Deur defect"
rcint_111,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Tomado,2000,Fixed,,0058,2017-01-07,"Geen stoom"
rcint_113,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0217,2017-01-07,
rcint_114,"Repair Café International",GBR,"Other ~ Music box (toy)",Toy,Unknown,????,Repairable,,0217,2017-01-07,
rcint_115,"Repair Café International",GBR,"Household appliances electric ~ Other",Misc,Unknown,????,"End of life",,0217,2017-01-07,
rcint_116,"Repair Café International",GBR,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,????,"End of life",,0217,2017-01-07,
rcint_117,"Repair Café International",GBR,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,"End of life",,0217,2017-01-07,
rcint_118,"Repair Café International",GBR,"Household appliances electric ~ Heating element",Misc,Unknown,????,Fixed,,0217,2017-01-07,
rcint_119,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0217,2017-01-07,
rcint_122,"Repair Café International",GBR,"Other ~ Laser","Small home electrical",Unknown,????,"End of life",,0217,2017-01-07,
rcint_123,"Repair Café International",GBR,"Household appliances electric ~ Decoder TV","TV and gaming-related accessories",Unknown,????,"End of life",,0217,2017-01-07,
rcint_124,"Repair Café International",GBR,"Household appliances electric ~ Other",Misc,Unknown,????,"End of life",,0217,2017-01-07,
rcint_125,"Repair Café International",GBR,"Household appliances electric ~ Cd/dvd player","Hi-Fi separates",Unknown,????,"End of life",,0217,2017-01-07,
rcint_131,"Repair Café International",NLD,"Tools electric ~ Wallpaper dryer","Power tool",Unknown,????,Fixed,,0010,2017-01-13,defect
rcint_132,"Repair Café International",NLD,"Other ~ Doorbell","Small home electrical",Friedland,????,Fixed,,0010,2017-01-13,"oxide bij de aansluitingen"
rcint_133,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0010,2017-01-13,"draadje los bij de schakelaar"
rcint_134,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Braun,????,Fixed,,0010,2017-01-13,snoerbreuk
rcint_135,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Unknown,????,Fixed,,0010,2017-01-13,snoerbreuk
rcint_136,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Unknown,????,Fixed,,0010,2017-01-13,"gaatjes zitten vol met kalk"
rcint_137,"Repair Café International",NLD,"Other ~ Pond pump","Small home electrical",Unknown,????,"End of life",,0010,2017-01-13,"snoer losgetrokken aan de pompzijde"
rcint_138,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,????,Repairable,,0010,2017-01-20,
rcint_139,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0010,2017-01-20,elektronika
rcint_140,"Repair Café International",NLD,"Household appliances electric ~ Gourmet set",Misc,Tefal,????,Fixed,,0010,2017-01-20,"teveel belasting op ?©?©n groep thuis"
rcint_141,"Repair Café International",NLD,"Tools electric ~ High-pressure cleaner","Power tool",K?§rcher,????,Repairable,,0010,2017-01-20,"klep zit vast"
rcint_142,"Repair Café International",NLD,"Toys electric ~ Game",Toy,Unknown,????,"End of life",,0010,2017-01-20,"aansturing elektronica"
rcint_143,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Unknown,????,Fixed,,0010,2017-01-20,ouderdom
rcint_145,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Unknown,????,Fixed,,0010,2017-01-20,schakelaar
rcint_146,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Unknown,????,Fixed,,0010,2017-01-20,"batterijen te zwak"
rcint_147,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0010,2017-01-20,"warmte te groot wattage lampjes gebruikt"
rcint_149,"Repair Café International",NLD,"Household appliances electric ~ Stove","Large home electrical",Unknown,????,"End of life",,0010,2017-01-20,thermostaat
rcint_150,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Unknown,????,"End of life",,0010,2017-01-20,kalk
rcint_151,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Unknown,????,Repairable,,0010,2017-01-20,slijtage
rcint_152,"Repair Café International",NLD,"Computers/phones ~ Charger (battery / power supply)",Battery/charger/adapter,Apple,????,"End of life",,0010,2017-01-27,"adapter defect"
rcint_153,"Repair Café International",NLD,"Display and sound equipment ~ CD/Cassette player","Hi-Fi separates",Unknown,1980,Fixed,,0010,2017-01-27,"snaar gebroken"
rcint_154,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,Repairable,,0010,2017-01-27,"fabrikagefout speler"
rcint_155,"Repair Café International",NLD,"Household appliances electric ~ Electric blanket","Small home electrical",Unknown,????,"End of life",,0010,2017-01-27,onbekent
rcint_156,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Unknown,????,Fixed,,0010,2017-01-27,stroomonderbreking
rcint_157,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0010,2017-01-27,draadbreuk
rcint_158,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,"End of life",,0010,2017-01-27,batterij
rcint_159,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0010,2017-01-27,kalk
rcint_160,"Repair Café International",NLD,"Computers/phones ~ Label printer",Misc,Brother,????,Fixed,,0010,2017-01-27,"lang stilgestaan"
rcint_163,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,????,"End of life",,0010,2017-02-03,"pianosnaar gebroken"
rcint_164,"Repair Café International",NLD,"Household appliances electric ~ Gourmet set",Misc,Unknown,????,Fixed,,0010,2017-02-03,"overbelasting op de thuisgroep"
rcint_165,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0010,2017-02-03,schakelaar
rcint_166,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,"End of life",,0010,2017-02-03,element
rcint_167,"Repair Café International",NLD,"Other ~ Paper shredder","Paper shredder",Unknown,????,"End of life",,0010,2017-02-03,"teveel blaadjes in ?©?©n keer gedaan"
rcint_168,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Unknown,????,Fixed,,0010,2017-02-03,snoerbreuk
rcint_169,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Electrolux,????,Fixed,,0010,2017-02-03,veer
rcint_170,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0010,2017-02-03,gebruik
rcint_171,"Repair Café International",NLD,"Display and sound equipment ~ Video camera","DSLR/video camera",Samsung,1998,Repairable,,0016,2017-02-04,
rcint_172,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Unknown,????,"End of life",,0016,2017-02-04,
rcint_173,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,????,Fixed,,0016,2017-02-04,
rcint_174,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Whirlpool,2012,Repairable,,0016,2017-02-04,"element kapot"
rcint_175,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Repairable,,0016,2017-02-04,
rcint_176,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,????,Fixed,,0016,2017-02-04,
rcint_177,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Sony,2007,Fixed,,0016,2017-02-04,"zekering kapot"
rcint_178,"Repair Café International",NLD,"Display and sound equipment ~ Tuner","Hi-Fi separates",Rotel,????,"End of life",,0016,2017-02-04,
rcint_179,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Denver,2016,Repairable,,0016,2017-02-04,
rcint_180,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",Toshiba,????,Fixed,,0016,2017-02-04,
rcint_181,"Repair Café International",NLD,"Bicycles ~ Charger (battery / power supply)",Battery/charger/adapter,Sparta,????,Repairable,,0016,2017-02-04,
rcint_182,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",Salora,????,Repairable,,0016,2017-02-04,
rcint_183,"Repair Café International",NLD,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Philips,2000,Fixed,,0016,2017-02-04,
rcint_184,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Unknown,????,Repairable,,0016,2017-02-04,"warmte probleem"
rcint_185,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2014,Fixed,,0016,2017-02-04,overtemperatuur
rcint_186,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Krups,2010,Fixed,,0016,2017-02-04,
rcint_187,"Repair Café International",NLD,"Other ~ Digital photo frame","Small home electrical",Unknown,????,Fixed,,0016,2017-02-04,
rcint_188,"Repair Café International",NLD,"Other ~ Blood pressure monitor",Misc,Microlife,2007,Repairable,,0016,2017-02-04,"geheugenbatterij defect"
rcint_189,"Repair Café International",NLD,"Household appliances electric ~ Juice extractor","Small kitchen item",Unknown,????,Fixed,,0016,2017-02-04,
rcint_190,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0016,2017-02-04,"het geluid stotterde"
rcint_191,"Repair Café International",NLD,"Computers/phones ~ Bicycle computer",Tablet,Teasi,2013,Fixed,,0016,2017-02-04,
rcint_192,"Repair Café International",NLD,"Other ~ Shaver","Hair & beauty item",Braun,????,"End of life",,0016,2017-02-04,
rcint_193,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Philips,2012,Fixed,,0016,2017-02-04,
rcint_194,"Repair Café International",NLD,"Household appliances electric ~ Sandwich maker","Small kitchen item",Princess,2010,Fixed,,0016,2017-02-04,"thermische beveiliging"
rcint_195,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,HP,????,Repairable,,0016,2017-02-04,
rcint_197,"Repair Café International",NLD,"Computers/phones ~ Hard disk","PC accessory",Seagate,????,Fixed,,0016,2017-02-04,
rcint_198,"Repair Café International",NLD,"Computers/phones ~ Speaker","Hi-Fi separates",Klipsch,2013,"End of life",,0016,2017-02-04,
rcint_199,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Asus,2013,Fixed,,0016,2017-02-04,"behuizing rond schakelaar verbogen"
rcint_200,"Repair Café International",NLD,"Computers/phones ~ Other",Misc,Base,????,Fixed,,0016,2017-02-04,
rcint_201,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Braun,????,Fixed,,0016,2017-02-04,
rcint_202,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,Unknown,????,"End of life",,0016,2017-02-04,plug?
rcint_203,"Repair Café International",NLD,"Tools electric ~ Electric screwdriver","Power tool",Bosch,2012,Repairable,,0016,2017-02-04,"was waarschijnlijk niet defect"
rcint_205,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Fixed,,0016,2017-02-04,
rcint_206,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Bestron,????,Fixed,,0016,2017-02-04,
rcint_207,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",WD,2015,Repairable,,0016,2017-02-04,
rcint_208,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,Unknown,????,"End of life",,0016,2017-02-04,
rcint_209,"Repair Café International",NLD,"Household appliances electric ~ Salt shaker",Misc,Zach,2015,Fixed,,0016,2017-02-04,
rcint_210,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Melitta,????,Repairable,,0016,2017-02-04,"schakelaar kapot"
rcint_211,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,????,Repairable,,0016,2017-02-04,
rcint_212,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,Unknown,????,"End of life",,0016,2017-02-04,
rcint_213,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item","Holland Electro",2006,Fixed,,0016,2017-02-04,"3 relais zaten vast"
rcint_214,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2014,"End of life",,0016,2017-02-04,
rcint_215,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0016,2017-02-04,
rcint_217,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Repairable,,0016,2017-02-04,
rcint_218,"Repair Café International",NLD,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Grundig,1995,"End of life",,0016,2017-02-04,
rcint_219,"Repair Café International",NLD,"Display and sound equipment ~ CD/Cassette player","Hi-Fi separates",Unknown,????,Repairable,,0016,2017-02-04,
rcint_220,"Repair Café International",NLD,"Toys electric ~ Wii","Games console",Nintendo,????,Fixed,,0016,2017-02-04,
rcint_222,"Repair Café International",NLD,"Household appliances electric ~ Breadmaker","Small kitchen item",Tefal,2012,Fixed,,0016,2017-02-04,"vaantje zat vast, motor duwde bak eruit"
rcint_223,"Repair Café International",NLD,"Other ~ Doorbell","Small home electrical",Unknown,????,Fixed,,0016,2017-02-04,
rcint_225,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",SilverCrest,????,Fixed,,0016,2017-02-04,
rcint_227,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Fixed,,0016,2017-02-04,
rcint_228,"Repair Café International",NLD,"Household appliances electric ~ Citrus press","Small kitchen item",Unknown,????,Fixed,,0016,2017-02-04,
rcint_229,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0016,2017-02-04,"condensator stuk"
rcint_230,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,2014,Repairable,,0016,2017-02-04,
rcint_231,"Repair Café International",NLD,"Display and sound equipment ~ Slide projector","Small home electrical",Rollei,1981,Fixed,,0016,2017-02-04,
rcint_232,"Repair Café International",NLD,"Tools electric ~ Belt sander","Power tool",Bosch,1988,Repairable,,0016,2017-02-04,
rcint_233,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Fixed,,0016,2017-02-04,
rcint_234,"Repair Café International",NLD,"Display and sound equipment ~ Beamer",Misc,BenQ,????,"End of life",,0016,2017-02-04,
rcint_235,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,2002,Fixed,,0016,2017-02-04,"verbroken contact"
