id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_27553,"Repair Café International",GBR,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,Unknown,????,Repairable,,0217,2020-01-04,"Possibly blocked?"
rcint_27554,"Repair Café International",GBR,"Household appliances electric ~ Sandwich maker","Small kitchen item",Unknown,????,"End of life",,0217,2020-01-04,"Doesn""t heat up"
rcint_27555,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0217,2020-01-04,"Not working"
rcint_27556,"Repair Café International",GBR,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,????,Fixed,,0217,2020-01-04,
rcint_27558,"Repair Café International",GBR,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,"End of life",,0217,2020-01-04,
rcint_27559,"Repair Café International",GBR,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,????,Fixed,,0217,2020-01-04,"Not working"
rcint_27560,"Repair Café International",GBR,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,"End of life",,0217,2020-01-04,"Not working"
rcint_27561,"Repair Café International",GBR,"Household appliances electric ~ Radio","Portable radio",Unknown,????,Repairable,,0217,2020-01-04,"FM works but DAB does not"
rcint_27562,"Repair Café International",GBR,"Household appliances electric ~ Mixer/blender","Food processor",Unknown,????,Repairable,,0217,2020-01-04,"bearing noise"
rcint_27563,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0217,2020-01-04,"Not working"
rcint_27564,"Repair Café International",GBR,"Household appliances electric ~ Electric kettle",Kettle,Unknown,????,"End of life",,0217,2020-01-04,"Lid stuck"
rcint_27565,"Repair Café International",GBR,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0217,2020-01-04,"Not reading the disc"
rcint_27566,"Repair Café International",GBR,"Display and sound equipment ~ Slide projector","Small home electrical",Unknown,????,Repairable,,0217,2020-01-04,"Lamp is on but image not projecting"
rcint_27567,"Repair Café International",GBR,"Household appliances electric ~ Hair dryer","Hair dryer",Unknown,????,Fixed,,0217,2020-01-04,"No power"
rcint_27568,"Repair Café International",GBR,"Household appliances electric ~ Sandwich maker","Small kitchen item",Unknown,????,"End of life",,0217,2020-01-04,"Plastic clip to hold it together is broken"
rcint_27569,"Repair Café International",GBR,"Tools electric ~ Cutting machine","Power tool",Unknown,????,Fixed,,0217,2020-01-04,"Winnowing Machine - Broken plug"
rcint_27570,"Repair Café International",GBR,"Household appliances electric ~ Christmas lights","Decorative or safety lights",Unknown,????,Repairable,,0217,2020-01-04,"Not working"
rcint_27571,"Repair Café International",GBR,"Household appliances electric ~ Radio","Portable radio",Unknown,????,Fixed,,0217,2020-01-04,"Not turning off"
rcint_27572,"Repair Café International",GBR,"Household appliances electric ~ Radio / tape recorder","Portable radio",Unknown,????,"End of life",,0217,2020-01-04,"Not working"
rcint_27573,"Repair Café International",GBR,"Household appliances electric ~ Radio","Portable radio",Unknown,????,"End of life",,0217,2020-01-04,"Won't turn on"
rcint_27582,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,Sennheiser,????,Repairable,,0046,2020-01-07,"doet het niet meer"
rcint_27583,"Repair Café International",NLD,"Display and sound equipment ~ Cassette player/recorder","Hi-Fi separates",Sony,????,"End of life",,0046,2020-01-07,"klep gaat niet open"
rcint_27584,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Unknown,????,Fixed,,0046,2020-01-07,"draad los"
rcint_27585,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Krups,????,Fixed,,0046,2020-01-07,"wordt niet warm genoeg"
rcint_27586,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Lenco,????,Fixed,,0046,2020-01-07,"functie knop is los"
rcint_27587,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock",Watch/clock,Unknown,????,Repairable,,0046,2020-01-07,"wekker heeft draadloos opladen voor telefoon, dat werkt niet"
rcint_27588,"Repair Café International",NLD,"Household appliances electric ~ Humidifier",Aircon/dehumidifier,Unknown,????,Repairable,,0046,2020-01-07,lekt
rcint_27589,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0046,2020-01-07,"zet slechts 1 kopje"
rcint_27590,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Vesta,????,"End of life",,0046,2020-01-07,"zit vast"
rcint_27591,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,Fixed,,0046,2020-01-07,"doet het niet meer"
rcint_27592,"Repair Café International",FRA,"Household appliances electric ~ Breadmaker","Small kitchen item",Bifinett,????,Fixed,,0099,2020-01-07,"Ne tourne pas"
rcint_27593,"Repair Café International",FRA,"Household appliances electric ~ Mincer","Small kitchen item",Bifinett,????,"End of life",,0099,2020-01-07,"Ventilateur cass?©"
rcint_27595,"Repair Café International",FRA,"Tools electric ~ High-pressure cleaner","Power tool","Polti Vaporelto plus",1998,Fixed,,0099,2020-01-07,"Probl?®me ?©lectrique"
rcint_27596,"Repair Café International",FRA,"Household appliances electric ~ Food processor","Food processor",Kitchencook,????,"End of life",,0099,2020-01-07,"Probl?®me ?©lectrique"
rcint_27597,"Repair Café International",FRA,"Display and sound equipment ~ Radio/CD player","Portable radio",Schneider,1950,Repairable,,0099,2020-01-07,"l'antenne ne capte plus les stations"
rcint_27598,"Repair Café International",FRA,"Computers/phones ~ Printer",Printer/scanner,HP,????,Fixed,,0099,2020-01-07,"Pi?®ce plastique du charriot cass?©e"
rcint_27599,"Repair Café International",FRA,"Household appliances electric ~ Steam appliance (for textiles)","Small home electrical",Calor,????,Fixed,,0099,2020-01-07,"MOTEUR HS"
rcint_27600,"Repair Café International",FRA,"Household appliances electric ~ Vacuum cleaner",Vacuum,"EC TECHNOLOGY",????,Repairable,,0099,2020-01-07,"S'arr?™te au bout de 20 minutes"
rcint_27603,"Repair Café International",NLD,"Other ~ Lamp/lighting",Lamp,Unknown,1998,Fixed,,0004,2020-01-09,"schakelaar defect"
rcint_27604,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Siemens,2016,"End of life",,0004,2020-01-09,"maalt 1 sec. en geeft dan aan koffie bijvullen, maar die is vol"
rcint_27605,"Repair Café International",NLD,"Tools electric ~ Grinder","Power tool",Creusen,????,"End of life",,0004,2020-01-09,"doet het niet"
rcint_27606,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,HP,2010,Fixed,,0004,2020-01-09,"update windows 10 defect"
rcint_27607,"Repair Café International",NLD,"Display and sound equipment ~ Radio / tape recorder","Portable radio",Akai,????,Fixed,,0004,2020-01-09,"cassettebandjes raken verstrikt"
rcint_27608,"Repair Café International",NLD,"Household appliances electric ~ Food processor","Food processor",Kenwood,2016,Fixed,,0004,2020-01-09,"doet het niet"
rcint_27609,"Repair Café International",NLD,"Other ~ Lamp/lighting",Lamp,Unknown,2016,Fixed,,0004,2020-01-09,"fitting stuk"
rcint_27610,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Tristar,2005,Repairable,,0004,2020-01-09,"doet het niet"
rcint_27611,"Repair Café International",NLD,"Other ~ Blood pressure monitor",Misc,Medisana,2017,"End of life",,0004,2020-01-09,"komt niet opdruk"
rcint_27615,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Lenovo,????,Fixed,,0004,2020-01-09,
rcint_27616,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates","Harman Kardon",2005,Fixed,,0004,2020-01-09,"schakelt niet meer in"
rcint_27617,"Repair Café International",NLD,"Household appliances electric ~ Food processor","Food processor",Philips,1985,Fixed,,0004,2020-01-09,"ratelt, 3e snelheid werkt niet"
rcint_27618,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",Unknown,2012,Fixed,,0004,2020-01-09,"start niet"
rcint_27620,"Repair Café International",NLD,"Display and sound equipment ~ Video/DVD player/recorder","DSLR/video camera",Panasonic,2000,Fixed,,0004,2020-01-09,"cassette wordt spontaan uitgeworpen"
rcint_27621,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock radio","Portable radio",Philips,????,Fixed,,0004,2020-01-09,"verlichting doet het niet"
rcint_27622,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,"Russell Hobbs",2015,"End of life",,0004,2020-01-09,"gaat niet uit"
rcint_27623,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Crock.pot,2015,Fixed,,0004,2020-01-09,timer?
rcint_27626,"Repair Café International",NLD,"Household appliances electric ~ Food processor","Food processor",Philips,2017,Repairable,,0004,2020-01-09,"hij lekt en maakt een enorm hard geluid"
rcint_27627,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,2018,"End of life",,0026,2020-01-10,Onbekend
rcint_27628,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Philips,2005,Fixed,,0026,2020-01-10,"Los contact"
rcint_27629,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,2005,Fixed,,0026,2020-01-10,Kabelbreuk
rcint_27630,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Tornado,????,"End of life",,0026,2020-01-10,Onbekend
rcint_27631,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Ikea,2008,Fixed,,0026,2020-01-10,"Stekkerpinnetjes staan naar binnen"
rcint_27632,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,1940,Fixed,,0026,2020-01-10,Onbekend
rcint_27633,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Philips,1970,Fixed,,0026,2020-01-10,"Voeding kapot?"
rcint_27634,"Repair Café International",NLD,"Household appliances electric ~ Charger (battery / power supply)",Battery/charger/adapter,Giant,2014,Fixed,,0026,2020-01-10,Onbekend
rcint_27635,"Repair Café International",NLD,"Toys electric ~ Other",Misc,Unknown,????,Fixed,,0026,2020-01-10,"Geen licht"
rcint_27636,"Repair Café International",NLD,"Toys electric ~ Electric train",Toy,Lego,2004,Fixed,,0026,2020-01-10,Onbekend
rcint_27637,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0026,2020-01-10,"Schakelaar ligt uit elkaar"
rcint_27638,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2017,"End of life",,0026,2020-01-10,"Stoomt niet"
rcint_27639,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Philips,????,"End of life",,0026,2020-01-10,Onbekend
rcint_27640,"Repair Café International",NLD,"Household appliances electric ~ Plug","PC accessory",Unknown,????,Repairable,,0074,2020-01-10,
rcint_27642,"Repair Café International",NLD,"Household appliances electric ~ Grill","Small kitchen item",Tefal,????,Repairable,,0074,2020-01-10,
rcint_27643,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Braun,????,Fixed,,0074,2020-01-10,
rcint_27645,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Singer,????,Fixed,,0074,2020-01-10,
rcint_27648,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Sony,????,Fixed,,0074,2020-01-10,
rcint_27650,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Philips,????,Fixed,,0074,2020-01-10,
rcint_27651,"Repair Café International",NLD,"Tools electric ~ Electric hedge trimmer","Large home electrical",Greenway,????,Fixed,,0074,2020-01-10,
rcint_27652,"Repair Café International",NLD,"Tools electric ~ Hedge shear","Power tool",Greenway,????,Fixed,,0074,2020-01-10,
rcint_27653,"Repair Café International",NLD,"Household appliances electric ~ Robotic vacuum cleaner",Vacuum,Philips,????,Repairable,,0074,2020-01-10,
rcint_27654,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Singer,????,Fixed,,0074,2020-01-10,
rcint_27659,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Philips,????,Fixed,,0074,2020-01-10,
rcint_27660,"Repair Café International",NLD,"Household appliances electric ~ Grill","Small kitchen item",Tefal,????,Repairable,,0074,2020-01-10,
rcint_27661,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Sony,????,Fixed,,0074,2020-01-10,
rcint_27662,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Braun,????,Fixed,,0074,2020-01-10,
rcint_27663,"Repair Café International",NLD,"Other ~ Plug",Misc,Unknown,????,Repairable,,0074,2020-01-10,"travo stuk"
rcint_27666,"Repair Café International",DEU,"Household appliances electric ~ Coffee maker","Coffee maker",Tschibo,????,Fixed,,0197,2020-01-10,"l?§sst sich nicht ??ffnen"
rcint_27667,"Repair Café International",DEU,"Household appliances electric ~ Radio","Portable radio",Sanyo,????,Fixed,,0197,2020-01-10,"erst rauschen dann kein Ton mehr"
rcint_27668,"Repair Café International",DEU,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0197,2020-01-10,
rcint_27669,"Repair Café International",DEU,"Other ~ Christmas lights","Decorative or safety lights",Unknown,????,Fixed,,0197,2020-01-10,"leuchtet nicht"
rcint_27670,"Repair Café International",DEU,"Other ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0197,2020-01-10,
rcint_27671,"Repair Café International",DEU,"Household appliances non-electric ~ Scales","Small kitchen item",Unknown,????,Fixed,,0197,2020-01-10,"zeigt nicht richtig an"
rcint_27672,"Repair Café International",DEU,"Clocks / alarm clocks ~ Alarm clock radio","Portable radio",Unknown,????,Fixed,,0197,2020-01-10,"zeigt falsch an"
rcint_27673,"Repair Café International",DEU,"Other ~ Turntable","Hi-Fi separates",Dual,????,"End of life",,0197,2020-01-10,"Plattenteller dreht nicht"
rcint_27674,"Repair Café International",DEU,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0197,2020-01-10,"l?§sst sich nicht mehr einschalten"
rcint_27675,"Repair Café International",DEU,"Other ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0197,2020-01-10,"2 Tischlampen lassen sich nicht einschalten"
rcint_27676,"Repair Café International",DEU,"Household appliances electric ~ Iron",Iron,Grundig,????,Fixed,,0197,2020-01-10,"Wasser l?§uft aus dem Ger?§t"
rcint_27677,"Repair Café International",DEU,"Household appliances electric ~ Coffee maker","Coffee maker",AEG,????,"End of life",,0197,2020-01-10,"kocht keinen Kaffee mehr"
rcint_27678,"Repair Café International",DEU,"Computers/phones ~ Computer","Desktop computer",Lenovo,????,"End of life",,0197,2020-01-10,"l?§sst sich nicht mehr einschalten"
rcint_27679,"Repair Café International",DEU,"Household appliances electric ~ Mixer/blender","Food processor",Bosch,????,Fixed,,0197,2020-01-10,"Geschindigkeitsstufen lassen sich nicht mehr einstelln"
rcint_27680,"Repair Café International",DEU,"Other ~ Radio / tape recorder","Portable radio",JVC,????,Fixed,,0197,2020-01-10,"keiine Aufnahme"
rcint_27681,"Repair Café International",DEU,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0197,2020-01-10,"CD Lade ??ffnet nicht mehr"
rcint_27682,"Repair Café International",DEU,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Repairable,,0197,2020-01-10,"Wasser wird nicht aufgeheizt"
rcint_27683,"Repair Café International",DEU,"Display and sound equipment ~ Radio","Portable radio",Nordmende,????,Repairable,,0197,2020-01-10,"ohne Funktion"
rcint_27684,"Repair Café International",DEU,"Household appliances electric ~ Coffee maker","Coffee maker",Krups,????,Repairable,,0197,2020-01-10,"eine Seite ohne Funktion"
rcint_27685,"Repair Café International",DEU,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,????,Fixed,,0197,2020-01-10,"geht nicht an"
rcint_27686,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0011,2020-01-11,lekt
rcint_27687,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Asus,????,Fixed,,0011,2020-01-11,traag
rcint_27689,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0011,2020-01-11,"touch schakelaar werkt niet meer"
rcint_27690,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,2017,"End of life",,0011,2020-01-11,snoer
rcint_27691,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Nutribullet,2017,Fixed,,0011,2020-01-11,"hard duwen om te laten werken"
rcint_27692,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0011,2020-01-11,"adapter plug los van snoer"
rcint_27693,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Philips,????,Fixed,,0011,2020-01-11,lade
rcint_27695,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Freeplay,????,"End of life",,0011,2020-01-11,"stickervel gedeeltelijk los"
rcint_27696,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Princess,2012,Fixed,,0011,2020-01-11,"mes grijpt niet aan op roterend systeem"
rcint_27697,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Crosley,2015,Fixed,,0011,2020-01-11,jengelt
rcint_27698,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,Unknown,????,"End of life",,0011,2020-01-11,"batterij laadt niet op"
rcint_27699,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Onkio,2010,Fixed,,0011,2020-01-11,"speakers, geluid wisselt"
rcint_27700,"Repair Café International",NLD,"Household appliances electric ~ Remote control","TV and gaming-related accessories",Gutmann,????,Repairable,,0011,2020-01-11,"afstandsbediening wasemkap maakt geen kontakt"
rcint_27701,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Singer,1985,Fixed,,0011,2020-01-11,"spoel in spoelhuis pakt niet"
rcint_27702,"Repair Café International",NLD,"Display and sound equipment ~ MP3 CD player","Handheld entertainment device",MPman,????,"End of life",,0011,2020-01-11,"gaat niet open"
rcint_27704,"Repair Café International",NLD,"Other ~ Christmas lights","Decorative or safety lights",Unknown,????,"End of life",,0011,2020-01-11,"doet het niet"
rcint_27706,"Repair Café International",NLD,"Household appliances electric ~ Air fryer","Small kitchen item",Philips,2017,Fixed,,0011,2020-01-11,"doet het niet"
rcint_27707,"Repair Café International",NLD,"Household appliances non-electric ~ Curling iron","Hair & beauty item",Braun,????,"End of life",,0011,2020-01-11,"wordt niet warm"
rcint_27708,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0011,2020-01-11,"dimmer defect"
rcint_27709,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",Unknown,????,"End of life",,0011,2020-01-11,"schakelt niet in"
rcint_27710,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Braun,2015,"End of life",,0011,2020-01-11,"wordt niet warm"
rcint_27712,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Unknown,2018,"End of life",,0011,2020-01-11,"geen geluid"
rcint_27713,"Repair Café International",NLD,"Computers/phones ~ Smartphone",Mobile,Samsung,2016,Fixed,,0011,2020-01-11,"doet het niet goed meer"
rcint_27714,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,????,"End of life",,0011,2020-01-11,"snoer oproller werkt niet"
rcint_27715,"Repair Café International",NLD,"Other ~ Charger (battery / power supply)",Battery/charger/adapter,Unknown,????,"End of life",,0011,2020-01-11,draadbreuk
rcint_27716,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Princess,????,Repairable,,0011,2020-01-11,lekt
rcint_27717,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Krups Nespresso",2018,Repairable,,0011,2020-01-11,"schakelaar blijft niet staan"
rcint_27718,"Repair Café International",NLD,"Display and sound equipment ~ Other",Misc,JBL,2017,"End of life",,0011,2020-01-11,"water schade"
rcint_27719,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,"End of life",,0011,2020-01-11,"oprol automaat stuk"
rcint_27720,"Repair Café International",NLD,"Household appliances electric ~ Socket",Battery/charger/adapter,Elro,2010,Fixed,,0011,2020-01-11,"schakelt niet meer"
rcint_27721,"Repair Café International",NLD,"Clocks / alarm clocks ~ Timer",Watch/clock,Unknown,2018,Fixed,,0011,2020-01-11,"tijdinstellen werkt niet"
rcint_27722,"Repair Café International",NLD,"Computers/phones ~ Keyboard","PC accessory",Maxxter,2019,Fixed,,0011,2020-01-11,"doet niks meer"
rcint_27723,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Princess,2019,Repairable,,0011,2020-01-11,"doet het niet"
rcint_27724,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Siemens,????,"End of life",,0011,2020-01-11,"oprolmechanisme blokkeert"
rcint_27725,"Repair Café International",NLD,"Computers/phones ~ Smartphone",Mobile,Samsung,2016,Repairable,,0011,2020-01-11,"geen contact oplader"
rcint_27726,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,Unknown,????,"End of life",,0011,2020-01-11,"stekker kapot"
rcint_27727,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Lenovo,2016,Fixed,,0011,2020-01-11,"doet het niet"
rcint_27728,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Pioneer,????,Repairable,,0011,2020-01-11,"cd speler stuk"
rcint_27729,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Marantz,1980,Fixed,,0011,2020-01-11,"lade vast"
rcint_27730,"Repair Café International",NLD,"Display and sound equipment ~ CD/Cassette player","Hi-Fi separates",Denon,2010,Fixed,,0011,2020-01-11,"lade maakt mechanisch geluid"
rcint_27731,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Fixed,,0011,2020-01-11,
rcint_27732,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,"End of life",,0011,2020-01-11,kortsluiting
rcint_27733,"Repair Café International",NLD,"Bicycles ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0011,2020-01-11,"schakelaar werkt niet"
rcint_27734,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2012,Fixed,,0011,2020-01-11,"wordt niet warm"
rcint_27735,"Repair Café International",NLD,"Other ~ Rollator","Small kitchen item",Unknown,????,"End of life",,0011,2020-01-11,schroef
rcint_27736,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,AEG,????,"End of life",,0011,2020-01-11,"doet het niet"
rcint_27737,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",NAD,2012,Fixed,,0011,2020-01-11,lade
rcint_27738,"Repair Café International",NLD,"Household appliances electric ~ Coffee grinder","Food processor",Elec,1970,Fixed,,0011,2020-01-11,"maalt niet fijn meer"
rcint_27739,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Home,2018,Fixed,,0011,2020-01-11,"doet het niet"
rcint_27741,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0011,2020-01-11,"fitting los"
rcint_27742,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Siemens,2015,Fixed,,0011,2020-01-11,"stukje los plastic in binnenwerk"
rcint_27743,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0011,2020-01-11,"lamp stuk, bedrading"
rcint_27744,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Yamaha,2016,Fixed,,0011,2020-01-11,"lade gaat niet open"
rcint_27745,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,Canon,2017,"End of life",,0011,2020-01-11,foutmelding
rcint_27746,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Ikea,????,Fixed,,0011,2020-01-11,"doet het niet"
rcint_27747,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Acer,2017,Repairable,,0011,2020-01-11,"nieuwe toetsen aanbrengen"
rcint_27748,"Repair Café International",NLD,"Display and sound equipment ~ Headphones",Headphones,Unknown,2019,"End of life",,0011,2020-01-11,"laad niet op"
rcint_27749,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,"End of life",,0011,2020-01-11,
rcint_27750,"Repair Café International",NLD,"Household appliances electric ~ Sandwich maker","Small kitchen item",Tefal,????,"End of life",,0025,2020-01-11,"Stoppen slaan door"
rcint_27751,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Krups,2013,Fixed,,0025,2020-01-11,"Zet te kleine kopjes"
rcint_27752,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,1970,Fixed,,0025,2020-01-11,"Brand niet meer"
rcint_27753,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Repairable,,0025,2020-01-11,"Slagmechanisme defect"
rcint_27754,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock radio","Portable radio",SilverCrest,????,Fixed,,0025,2020-01-11,"Doet het niet goed"
rcint_27755,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,????,Fixed,,0025,2020-01-11,"Werkt niet goed"
rcint_27756,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Tristar,????,Fixed,,0025,2020-01-11,"Doet niets"
rcint_27758,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Krups,????,Fixed,,0025,2020-01-11,Lekt
rcint_27765,"Repair Café International",NLD,"Other ~ Fitness machine","Large home electrical",Unknown,????,"End of life",,0025,2020-01-11,"Display defect"
rcint_27767,"Repair Café International",NLD,"Other ~ Microwave oven","Small home electrical",Unknown,????,"End of life",,0025,2020-01-11,"Gaaat vanzelf weer uit en na enige tijd aan"
rcint_27768,"Repair Café International",NLD,"Household appliances electric ~ Scales","Small kitchen item",Tefal,????,Fixed,,0025,2020-01-11,"Weigert ondanks nieuwe batterijen"
rcint_27769,"Repair Café International",NLD,"Other ~ Pond pump","Small home electrical",Unknown,????,Fixed,,0025,2020-01-11,"Zit vast"
rcint_27770,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,????,Fixed,,0025,2020-01-11,"Wieltje afgebroken"
rcint_27771,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Philips,????,Fixed,,0025,2020-01-11,"Losse antenne?"
rcint_27773,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",SilverCrest,2017,Fixed,,0025,2020-01-11,"Slangetje zit los"
rcint_27774,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,AEG,2010,"End of life",,0025,2020-01-11,"Stopte ermee"
rcint_27775,"Repair Café International",NLD,"Toys electric ~ Toy",Toy,Lego,????,Fixed,,0025,2020-01-11,"Locomotief rijdt niet"
rcint_27779,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Philips,1990,Fixed,,0025,2020-01-11,"Doet niets"
